,stop_name,Ward_name
5382,GREENWOOD AVE AT OAKVALE AVE SOUTH SIDE,Toronto-Danforth
5383,BURNHAMTHORPE RD AT BURNHAMTHORPE PARK BLVD WEST SIDE,Etobicoke-Lakeshore
5384,LAWRENCE AVE WEST AT DUFFLAW RD,Eglinton-Lawrence
5385,LAWRENCE AVE EAST AT BRIMLEY RD,Scarborough Centre
5386,WILLOWDALE AVE AT BYNG AVE,Willowdale
5387,GERRARD ST EAST AT MALVERN AVE,Beaches-East York
5388,MIDLAND AVE AT BAYLAWN DR,Scarborough-Agincourt
5389,YONGE ST AT UPPER MADISON AVE (NORTH),Willowdale
5390,HULLMAR DR AT SHOREHAM DR,Humber River-Black Creek
5391,THE BRIDLE PATH AT SAINTFIELD AVE,Don Valley West
5392,OPPOSITE 451 THE WEST MALL,Etobicoke Centre
5393,MCCOWAN RD AT MANHATTAN DR,outside_wards
5394,ROYAL YORK RD AT BELL ROYAL CRT NORTH SIDE,Etobicoke Centre
5395,LUMSDEN AVE AT CEDARVALE AVE EAST SIDE,Beaches-East York
5396,LESLIE ST AT EGLINTON AVE EAST NORTH SIDE,Don Valley East
5397,BAY ST AT HAGERMAN ST,Spadina-Fort York
5398,LAWRENCE AVE EAST AT WEST HILL DR,Scarborough-Rouge Park
5399,DUNDAS ST WEST AT CHELSEA AVE,Parkdale-High Park
5400,LAWSON RD AT CENTENNIAL RD WEST SIDE,Scarborough-Rouge Park
5401,ROYWOOD DR AT MARBURY CRES (EAST) EAST SIDE,Don Valley East
5402,DUPONT ST AT HURON ST WEST SIDE,University-Rosedale
5403,MANIZA RD AT PLEWES RD,York Centre
5404,BIRCHMOUNT RD AT NEWLANDS AVE,Scarborough Southwest
5405,MORNINGSIDE AVE AT LAWRENCE AVE EAST NORTH SIDE,Scarborough-Rouge Park
5406,QUEENS PLATE DR (WEST) AT JANDA CRT,Etobicoke North
5407,COSBURN AVE AT GLEDHILL AVE,Beaches-East York
5408,DUFFERIN ST AT ALMA AVE,Davenport
5409,SPADINA AVE AT FRONT ST WEST,Spadina-Fort York
5410,YONGE ST AT HORSHAM AVE NORTH SIDE,Willowdale
5411,GERRARD ST EAST AT GREENWOOD AVE,Toronto-Danforth
5412,ROYAL YORK RD AT COUNTRY CLUB DR,Etobicoke Centre
5413,DUNDAS ST WEST AT HUMBER HILL AVE,Parkdale-High Park
5414,SEWELLS RD AT HUPFIELD TRAIL WEST SIDE,Scarborough-Rouge Park
5415,MCCOWAN RD AT EGLINTON AVE EAST SOUTH SIDE,Scarborough Southwest
5416,BLOOR ST WEST AT AVENUE RD,University-Rosedale
5417,SHEPPARD AVE EAST AT WILFRED AVE,Willowdale
5418,DUNDAS ST WEST AT JANE ST,Parkdale-High Park
5419,STEELES AVE EAST AT OLD KENNEDY RD,outside_wards
5420,BIRCHMOUNT RD AT HOLLIS AVE SOUTH SIDE,Scarborough Southwest
5421,LAWRENCE AVE WEST AT BOLINGBROKE RD,Eglinton-Lawrence
5422,ISLINGTON AVE AT KINGSMOOR GATE SOUTH SIDE,Etobicoke North
5423,ISLINGTON AVE AT RESOURCES RD SOUTH SIDE,Etobicoke North
5424,SHEPPARD AVE WEST AT NORTHOVER ST,York Centre
5425,CARLUKE CRES AT FIFESHIRE RD (WEST),Don Valley West
5426,HUNTINGWOOD DR AT KENNEDY RD,Scarborough-Agincourt
5427,LESLIE ST AT ESTHER SHINER BLVD NORTH YORK GENERAL HOSPITAL,Don Valley North
5428,MILITARY TRAIL AT UNIVERSITY OF TORONTO SCARBOROUGH,Scarborough-Rouge Park
5429,MIDLAND AVE AT GILDER DR,Scarborough Centre
5430,ISLINGTON AVE AT ST ANDREWS BLVD,Etobicoke North
5431,MARKLAND DR AT CHERRY POST CRES (NORTH),Etobicoke Centre
5432,YONGE ST AT LAWRENCE AVE EAST NORTH SIDE (LAWRENCE STN),Don Valley West
5433,WESTON RD AT ERNEST DOCKRAY AVE,York South-Weston
5434,CALEDONIA RD AT BRIDGELAND AVE SOUTH SIDE,Eglinton-Lawrence
5435,ST CLAIR AVE WEST AT ARLINGTON AVE,Toronto-St. Paul's
5436,BLOOR ST EAST AT YONGE ST,University-Rosedale
5437,SUTHERLAND DR AT HANNA RD,Don Valley West
5438,PLEASANT VIEW DR AT BRIAN DR,Don Valley North
5439,MORNINGSIDE AVE AT CORONATION DR,Scarborough-Guildwood
5440,ATKINSON AVE AT ROSEDALE HEIGHTS DR (NORTH),outside_wards
5441,ELLESMERE RD AT BELLAMY RD NORTH,Scarborough-Guildwood
5442,AVENUE RD AT YORKVILLE AVE,University-Rosedale
5443,QUEEN ST EAST AT GLEN MANOR DR,Beaches-East York
5444,PRINCE EDWARD DR SOUTH AT GLENELLEN DR WEST,Etobicoke-Lakeshore
5445,KENNEDY RD AT TROJAN GATE,Scarborough-Agincourt
5446,YORK MILLS RD AT SANDFIELD RD,Don Valley West
5447,WILLOWDALE AVE AT NEWTON DR,Willowdale
5448,KIPLING AVE AT MATTICE RD,Etobicoke-Lakeshore
5449,AUKLAND RD AT DUNDAS ST WEST,Etobicoke-Lakeshore
5450,AVENUE RD AT HILLHURST BLVD,Eglinton-Lawrence
5451,ISLINGTON AVE AT ALLENBY AVE,Etobicoke North
5452,MARKHAM RD AT NASHDENE RD,Scarborough North
5453,STEELES AVE WEST AT NORFINCH DR,Humber River-Black Creek
5454,ALLIANCE AVE AT DALRYMPLE DR,York South-Weston
5455,MARTIN GROVE RD AT GIHON SPRING DR,Etobicoke North
5456,DUNDAS ST WEST AT SUBWAY CRES,Etobicoke-Lakeshore
5457,VICTORIA PARK AVE AT GORDON BAKER RD,Don Valley North
5458,20 LESMILL RD,Don Valley East
5459,CHRISTIE ST AT TYRREL AVE,Toronto-St. Paul's
5460,CALEDONIA RD AT GLENGROVE AVE,Eglinton-Lawrence
5461,KINGSTON RD AT CHINE DR,Scarborough Southwest
5462,SPADINA RD AT BERNARD AVE,University-Rosedale
5463,590 RATHBURN RD,Etobicoke Centre
5464,OSSINGTON AVE AT HALLAM ST,Davenport
5465,KEELE ST AT WANDLE AVE,York Centre
5466,60 BELFIELD RD,Etobicoke North
5467,KINGSTON RD AT HUNT CLUB DR,Scarborough Southwest
5468,ISLINGTON AVE AT ANGLESEY BLVD,Etobicoke Centre
5469,ANNETTE ST AT RUNNYMEDE RD,Parkdale-High Park
5470,CUMMER AVE AT BAYVIEW AVE,Willowdale
5471,ANTIBES DR (NORTH) AT TORRESDALE AVE,York Centre
5472,LLOYD MANOR RD AT RATHBURN RD,Etobicoke Centre
5473,FINCH AVE EAST AT MIDBLOCK EAST OF PHARMACY AVE,Scarborough-Agincourt
5474,CARLAW AVE AT QUEEN ST EAST,Toronto-Danforth
5475,BAYVIEW AVE AT EGLINTON AVE EAST,Don Valley West
5476,WELLESLEY ST EAST AT SHERBOURNE ST,Toronto Centre
5477,HUMBERWOOD BLVD AT HULLRICK DR (SOUTH),Etobicoke North
5478,SCARLETT RD AT LA ROSE AVE,Etobicoke Centre
5479,HIGHVIEW AVE AT KENNEDY RD,Scarborough Southwest
5480,MEADOWVALE RD AT ZOO RD,Scarborough-Rouge Park
5481,LAWRENCE AVE EAST AT TOWER DR,Scarborough Centre
5482,MARKHAM RD AT ELSON ST,outside_wards
5483,JANE ST AT WILLIAM CRAGG DR NORTH SIDE,York Centre
5484,THE WESTWAY AT WINCOTT DR,Etobicoke Centre
5485,HOSKIN AVE AT TOWER RD (WYCLIFFE COLLEGE),University-Rosedale
5486,MARLEE AVE AT ROSELAWN AVE,Eglinton-Lawrence
5487,MARTIN GROVE RD AT ROYALCREST RD,Etobicoke North
5488,RAILSIDE RD (WEST) AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley East
5489,MIDLAND AVE AT BRUSSELS RD,Scarborough Southwest
5490,BAYVIEW AVE AT BROADWAY AVE,Don Valley West
5491,WILLOWDALE AVE AT GREENFIELD AVE SOUTH SIDE,Willowdale
5492,BROOKLAWN AVE AT SLOLEY RD,Scarborough Southwest
5493,FINCH AVE EAST AT SANDHURST CIR (EAST),Scarborough North
5494,QUEEN ST WEST AT PETER ST,Spadina-Fort York
5495,SHERBOURNE ST AT DUNDAS ST EAST,Toronto Centre
5496,ROYAL YORK RD AT EGLINTON AVE WEST,Etobicoke Centre
5497,DANFORTH RD AT MEDFORD AVE,Scarborough Southwest
5498,CROW TRAIL AT TAPSCOTT RD,Scarborough North
5499,EVANS AVE AT BELLMAN AVE EAST SIDE,Etobicoke-Lakeshore
5500,1315 MORNINGSIDE AVE,Scarborough-Rouge Park
5501,THE EAST MALL AT WEST DEANE VALLEY RD,Etobicoke Centre
5502,370 NORFINCH DR,Humber River-Black Creek
5503,DOVERCOURT RD AT GEARY AVE,Davenport
5504,BELFIELD RD AT ATTWELL DR,Etobicoke North
5505,REXDALE BLVD AT MARTIN GROVE RD,Etobicoke North
5506,SENTINEL RD AT HUCKNALL RD (NORTH),Humber River-Black Creek
5507,20 GRAYDON HALL DR,Don Valley East
5508,OPPOSITE 4400 DUFFERIN ST,York Centre
5509,MORNINGSIDE AVE AT GARDENTREE ST SOUTH SIDE,Scarborough-Guildwood
5510,FINCH AVE EAST AT SENECA HILL DR (OPPOSITE SENECA COLLEGE),Don Valley North
5511,BIRCHMOUNT RD AT BONNIEWOOD RD SOUTH SIDE,Scarborough Southwest
5512,FLEMINGTON RD AT RANEE AVE,Eglinton-Lawrence
5513,WARDEN AVE AT COMSTOCK RD,Scarborough Southwest
5514,WESTON RD AT RAY AVE,York South-Weston
5515,MARKHAM RD AT WALKWAY TO CLANDFIELD ST,outside_wards
5516,REXDALE BLVD AT QUEENS PLATE DR (EAST),Etobicoke North
5517,NORTH QUEEN ST AT MANSTOR RD,Etobicoke-Lakeshore
5518,MORTIMER AVE AT LINSMORE CRES,Toronto-Danforth
5519,UNDERHILL DR AT DOONAREE DR,Don Valley East
5520,THE WEST MALL AT TRILLIUM HEALTH CENTRE (NORTH STOP),Etobicoke-Lakeshore
5521,PHARMACY AVE AT INNISMORE CRES,Scarborough Centre
5522,MT PLEASANT RD AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley West
5523,MCRAE DR AT SUTHERLAND DR,Don Valley West
5524,2397 FINCH AVE WEST (FINCH/WESTON CENTRE),Humber River-Black Creek
5525,LANSDOWNE AVE AT BRANDON AVE,Davenport
5526,PARK LAWN RD AT THE QUEENSWAY NORTH SIDE,Etobicoke-Lakeshore
5527,KIPLING AVE AT PRINCE GEORGE DR SOUTH SIDE,Etobicoke Centre
5528,BLOOR ST WEST AT BATHURST ST,University-Rosedale
5529,KEELE ST AT DOVEHOUSE AVE SOUTH SIDE,York Centre
5530,BRIMLEY RD AT APPLEFIELD DR (NORTH),Scarborough Centre
5531,DUFFERIN ST AT JANE OSLER BLVD - YORKDALE SHOPPING CENTRE,Eglinton-Lawrence
5532,SHERBOURNE ST AT THE ESPLANADE,Toronto Centre
5533,WESTON RD AT VICTORIA BLVD,York South-Weston
5534,115 NORFINCH DR,Humber River-Black Creek
5535,MIDLAND AVE AT HUNTINGWOOD DR,Scarborough North
5536,PHARMACY AVE AT BOLSTER AVE,Scarborough Southwest
5537,MCCOWAN RD AT FINCH AVE EAST NORTH SIDE,Scarborough North
5538,PETROLIA RD AT CANARCTIC DR,York Centre
5539,HORNER AVE AT SHELDON AVE,Etobicoke-Lakeshore
5540,LAWRENCE AVE EAST AT WOODCLIFF PL WEST SIDE,Don Valley East
5541,THE QUEENSWAY AT LADY BANK RD,Etobicoke-Lakeshore
5542,LAWRENCE AVE WEST AT CALEDONIA RD WEST SIDE,Eglinton-Lawrence
5543,MT PLEASANT RD AT BROADWAY AVE,Don Valley West
5544,WARDEN AVE AT HOLLIS AVE NORTH SIDE,Scarborough Southwest
5545,EVANS AVE AT GAMMA ST,Etobicoke-Lakeshore
5546,VICTORIA PARK AVE AT SPARKS AVE,Scarborough-Agincourt
5547,DAWES RD AT CRESCENT TOWN RD,Beaches-East York
5548,MCCOWAN RD AT MELDAZY DR (NORTH) NORTH SIDE,Scarborough-Guildwood
5549,DUFFERIN ST AT STEEPROCK DR,York Centre
5550,LLOYD MANOR RD AT NORTH HEIGHTS RD,Etobicoke Centre
5551,GERRARD ST EAST AT PARLIAMENT ST,Toronto Centre
5552,BARKDENE HILLS AT GRADWELL DR,Scarborough Southwest
5553,KEELE ST AT DOWNSVIEW PARK BLVD,York Centre
5554,AIRPORT RD AT RIPON ST SOUTH SIDE,outside_wards
5555,BROCKPORT DR AT BELFIELD RD NORTH SIDE,Etobicoke North
5556,BIRCHMOUNT RD AT CASS AVE,Scarborough-Agincourt
5557,ST PHILLIPS RD AT DIXON RD,Etobicoke North
5558,DUNDAS ST WEST AT GRACE ST,Spadina-Fort York
5559,MARLEE AVE AT GLENGROVE AVE SOUTH SIDE,Eglinton-Lawrence
5560,BRIMLEY RD AT EGLINTON AVE EAST NORTH SIDE,Scarborough Centre
5561,YONGE ST AT BLOOR ST EAST NORTH SIDE (BLOOR STATION),University-Rosedale
5562,LAIRD DR AT INDUSTRIAL ST,Don Valley West
5563,WARDEN AVE AT CACHET PKWY (SOUTH),outside_wards
5564,CHISHOLM AVE AT EPSOM AVE,Beaches-East York
5565,VAN HORNE AVE AT CLIPPER RD,Don Valley North
5566,PARK ST AT ATLEE AVE,Scarborough Southwest
5567,MARTIN GROVE RD AT RACINE RD,Etobicoke North
5568,BROADVIEW AVE AT POTTERY RD SOUTH SIDE,Toronto-Danforth
5569,7074 WARDEN AVE AT PLAZA NORTH OF STEELES,outside_wards
5570,MIDLAND AVE AT MIDWEST RD (NORTH),Scarborough Centre
5571,MORNINGSIDE AVE AT OPPOSITE MORNINGSIDE PARK,Scarborough-Rouge Park
5572,SUTHERLAND DR AT ROLPH RD,Don Valley West
5573,KINGSTON RD AT MANSE RD,Scarborough-Rouge Park
5574,WARDEN AVE AT LUPIN DR NORTH SIDE,Scarborough Centre
5575,SPADINA AVE AT SUSSEX AVE SOUTH SIDE,University-Rosedale
5576,ATKINSON AVE AT CENTRE ST,outside_wards
5577,140 COMMANDER BLVD,Scarborough North
5578,PARK LAWN RD AT GARDINER EXPRESSWAY (EB OFF RAMP),Etobicoke-Lakeshore
5579,BATHURST ST AT INVERMAY AVE,York Centre
5580,YONGE ST AT ALEXANDER ST,Toronto Centre
5581,MIDLAND AVE AT ST CLAIR AVE EAST SOUTH SIDE,Scarborough Southwest
5582,DUNDAS ST WEST AT BEVERLEY ST,Spadina-Fort York
5583,VICTORIA PARK AVE AT CASSANDRA BLVD,Scarborough Centre
5584,400 ROCKCLIFFE BLVD (ROCKCLIFFE MIDDLE SCHOOL),York South-Weston
5585,BAY ST AT FRONT ST WEST (UNION STATION),Spadina-Fort York
5586,GRENOBLE DR AT SPANBRIDGE RD NORTH SIDE,Don Valley East
5587,MIDLAND AVE AT MCNICOLL AVE,Scarborough North
5588,NORTH QUEEN ST AT THE QUEENSWAY NORTH SIDE,Etobicoke-Lakeshore
5589,KENNEDY RD AT LANDSEER RD SOUTH SIDE,Scarborough Centre
5590,SCARLETT RD AT EGLINTON AVE WEST,Etobicoke Centre
5591,STEELES AVE WEST AT FENMAR DR EAST SIDE,Humber River-Black Creek
5592,131 OAKDALE RD,Humber River-Black Creek
5593,BATHURST ST AT CHABAD GATE,outside_wards
5594,PHARMACY AVE AT ST CLAIR AVE EAST,Scarborough Southwest
5595,MT PLEASANT RD AT GOLFDALE RD,Don Valley West
5596,SHEPPARD AVE WEST AT BRYANT ST WEST SIDE,York Centre
5597,DUNDAS ST WEST AT SHERIDAN AVE,Davenport
5598,OSSINGTON AVE AT HALLAM ST,University-Rosedale
5599,WESTON RD AT AURA LEA BLVD,Humber River-Black Creek
5600,EGLINTON AVE EAST AT BAYVIEW AVE,Don Valley West
5601,PRINCE EDWARD DR SOUTH AT KINGSLEA GARDENS,Etobicoke-Lakeshore
5602,FRONT ST EAST AT PARLIAMENT ST,Toronto Centre
5603,STEELES AVE EAST AT WILLOWDALE AVE,Willowdale
5604,THREE VALLEYS DR AT GROVELAND CRES,Don Valley East
5605,BERRY RD AT PRINCE EDWARD DR SOUTH,Etobicoke-Lakeshore
5606,BATHURST ST AT KING ST WEST,Spadina-Fort York
5607,WOODBINE AVE AT COLUMBINE AVE,Beaches-East York
5608,PARLIAMENT ST AT ST JAMES AVE SOUTH SIDE,Toronto Centre
5609,THE QUEENSWAY AT ISLINGTON AVE,Etobicoke-Lakeshore
5610,FLEMINGTON RD AT DYNASTY LANE,Eglinton-Lawrence
5611,EMMETT AVE AT VERONA AVE,York South-Weston
5612,WYNFORD DR AT EGLINTON AVE EAST,Don Valley East
5613,OPPOSITE 205 CUMMER AVE,Willowdale
5614,WILMINGTON AVE AT FINCH AVE WEST SOUTH SIDE,York Centre
5615,YONGE ST AT COLLEGE PARK,University-Rosedale
5616,COSBURN AVE AT COXWELL AVE,Beaches-East York
5617,KING ST WEST AT BATHURST ST,Spadina-Fort York
5618,ST CLAIR AVE WEST AT WARREN RD EAST SIDE,Toronto-St. Paul's
5619,SYMINGTON AVE AT ADRIAN AVE,Davenport
5620,MURISON BLVD AT USHERWOOD CRT EAST SIDE,Scarborough-Rouge Park
5621,LESLIE ST AT MARSHFIELD CRT,Don Valley East
5622,QUEEN ST EAST AT SACKVILLE ST,Toronto Centre
5623,4148 JANE ST,Humber River-Black Creek
5624,O'CONNOR DR AT WOODBINE AVE WEST SIDE,Beaches-East York
5625,KINGSTON RD AT GUILDWOOD PKWY EAST SIDE,Scarborough-Guildwood
5626,PEARSON AIRPORT TERMINAL 1 (GROUND LEVEL COLUMN R4),outside_wards
5627,COSBURN AVE AT LINSMORE CRES,Toronto-Danforth
5628,BAYVIEW AVE AT RUDDINGTON DR SOUTH SIDE,Willowdale
5629,1611 THE QUEENSWAY,Etobicoke-Lakeshore
5630,PHARMACY AVE AT FINCH AVE EAST,Scarborough-Agincourt
5631,WESTON RD AT LANYARD RD,Humber River-Black Creek
5632,AVENUE RD AT GLENGROVE AVE WEST,Eglinton-Lawrence
5633,EVANS AVE AT OURLAND AVE,Etobicoke-Lakeshore
5634,CONCORD AVE AT BLOOR ST WEST,Davenport
5635,LE PAGE CRT AT KEELE ST,York Centre
5636,MIDDLEFIELD RD AT NEWMILL GATE,Scarborough North
5637,QUEEN ST EAST AT EMPIRE AVE,Toronto-Danforth
5638,JANE ST AT HARDING AVE,York South-Weston
5639,WELLESWORTH DR AT FAVERSHAM CRES NORTH SIDE,Etobicoke Centre
5640,YORK MILLS RD AT LOCHINVAR CRES,Don Valley East
5641,MCCOWAN RD AT TRITON RD,Scarborough Centre
5642,BROADVIEW AVE AT O'CONNOR DR,Toronto-Danforth
5643,1155 ALBION RD,Etobicoke North
5644,DANFORTH RD AT MEDFORD AVE,Scarborough Southwest
5645,LITTLES RD AT SEWELLS RD,Scarborough-Rouge Park
5646,LAKE SHORE BLVD WEST AT FIFTH ST,Etobicoke-Lakeshore
5647,FORTHBRIDGE CRES AT CALVINGTON DR,York Centre
5648,4050 CHESSWOOD DR,York Centre
5649,DAWES RD AT DONORA DR SOUTH SIDE,Beaches-East York
5650,BOROUGH DR AT PROGRESS AVE SOUTH SIDE,Scarborough Centre
5651,THE WEST MALL AT EVA RD,Etobicoke Centre
5652,4800 JANE ST,Humber River-Black Creek
5653,BAYVIEW AVE AT FIFESHIRE RD (NORTH),Don Valley West
5654,DIXON RD AT CITY VIEW DR,Etobicoke North
5655,BATHURST ST AT DUPONT ST,University-Rosedale
5656,DUFFERIN ST AT STANSTEAD DR,York Centre
5657,BELLAMY RD NORTH AT BEN ALDER DR,Scarborough-Guildwood
5658,REXLEIGH DR AT FERRIS RD NORTH SIDE,Beaches-East York
5659,SHEPPARD AVE WEST AT ARLETA AVE,Humber River-Black Creek
5660,WESTON RD AT SHEPPARD AVE WEST,Humber River-Black Creek
5661,DUNDAS ST WEST AT CHESTNUT ST,University-Rosedale
5662,MCCOWAN RD AT MARTINDALE RD,Scarborough Southwest
5663,KENNEDY RD AT CORVETTE AVE,Scarborough Southwest
5664,BATHURST ST AT DELL PARK AVE SOUTH SIDE,Eglinton-Lawrence
5665,EAST AVE AT RIDGEWOOD RD NORTH SIDE,Scarborough-Rouge Park
5666,BRIMLEY RD AT BRIMWOOD BLVD,Scarborough North
5667,IAN MACDONALD BLVD AT THE CHIMNEYSTACK RD,Humber River-Black Creek
5668,PHARMACY AVE AT PINEMEADOW BLVD,Scarborough-Agincourt
5669,LAWRENCE AVE WEST AT WESTON RD,York South-Weston
5670,LAWRENCE AVE EAST AT LING RD,Scarborough-Rouge Park
5671,FAYWOOD BLVD AT BAINBRIDGE AVE,York Centre
5672,MIDLAND AVE AT GOODLAND GATE,Scarborough North
5673,50 CORDOVA AVE,Etobicoke-Lakeshore
5674,MORTIMER AVE AT PAPE AVE,Toronto-Danforth
5675,LLOYD MANOR RD AT PRINCESS MARGARET BLVD,Etobicoke Centre
5676,MCCOWAN RD AT SANDHURST CIR (NORTH),Scarborough North
5677,CORONATION DR AT WALLSEND DR,Scarborough-Rouge Park
5678,GLENCAIRN AVE AT HAVEN RD EAST SIDE,Eglinton-Lawrence
5679,DUPONT ST AT BATHURST ST,University-Rosedale
5680,ROYAL YORK RD AT HILLSIDE AVE,Etobicoke-Lakeshore
5681,DUNDAS ST WEST AT GLADSTONE AVE,Davenport
5682,LAWRENCE AVE EAST AT STOTTS TER,Scarborough-Rouge Park
5683,MARKHAM RD AT NEW DELHI DR,outside_wards
5684,SHEPPARD AVE EAST AT BLUE RIDGE RD,Don Valley North
5685,MCCOWAN RD AT INVERGORDON AVE,Scarborough North
5686,BARRINGTON AVE AT SECORD AVE,Beaches-East York
5687,OPPOSITE 65 PASSMORE AVE,Scarborough-Agincourt
5688,CHURCH ST AT GRATTAN ST,York South-Weston
5689,THE WESTWAY AT HARTSDALE DR,Etobicoke Centre
5690,DUFFERIN ST AT WILSON AVE,York Centre
5691,JANE ST AT CHALKFARM DR (NORTH) SOUTH SIDE,Humber River-Black Creek
5692,134 PARK LAWN RD,Etobicoke-Lakeshore
5693,WESTON RD AT BIRDSTONE CRES (NORTH),York South-Weston
5694,MCCOWAN RD AT CREE AVE,Scarborough Southwest
5695,LAWSON RD AT BRUMWELL ST EAST SIDE,Scarborough-Rouge Park
5696,WOODSWORTH RD AT NORTHEY DR (WEST),Don Valley West
5697,LESLIE ST AT CLANSMAN BLVD,Don Valley North
5698,BIRCHMOUNT RD AT BAY MILLS BLVD,Scarborough-Agincourt
5699,SCARBOROUGH GOLF CLUB RD AT CHANDLER DR,Scarborough-Guildwood
5700,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),Spadina-Fort York
5701,LAWRENCE AVE WEST AT DUCKWORTH ST,York South-Weston
5702,KEELE ST AT DENSLEY AVE,York South-Weston
5703,BATHURST ST AT HARBORD ST,University-Rosedale
5704,DUFFERIN ST AT GIBSON ST NORTH SIDE,Toronto-St. Paul's
5705,SWEENEY DR AT WYNDCLIFF CRES,Don Valley East
5706,HUMBERWOOD BLVD AT HUMBERLINE DR,Etobicoke North
5707,QUEEN ST WEST AT UNIVERSITY AVE (OSGOODE STATION),Spadina-Fort York
5708,GREENWOOD AVE AT DANFORTH AVE SOUTH SIDE,Toronto-Danforth
5709,CALEDONIA RD AT INNES AVE,Davenport
5710,VAUGHAN RD AT ST CLAIR AVE WEST NORTH SIDE,Toronto-St. Paul's
5711,JOHN GARLAND BLVD AT MOSQUE CRES (NORTH) NORTH SIDE,Etobicoke North
5712,JANE ST AT OUTLOOK AVE,York South-Weston
5713,HIGHVIEW AVE AT AYLESWORTH AVE,Scarborough Southwest
5714,SPADINA RD AT LONSDALE RD,Toronto-St. Paul's
5715,CULFORD RD AT LAWRENCE AVE WEST SOUTH SIDE,York South-Weston
5716,6070 KINGSTON RD,Scarborough-Rouge Park
5717,VICTORIA PARK AVE AT BRENTON ST,Beaches-East York
5718,OPPOSITE 3370 PHARMACY AVE,Scarborough-Agincourt
5719,OPPOSITE 50 BETH NEALSON DR,Don Valley West
5720,VICTORIA PARK AVE AT EDGE PARK AVE,Scarborough Southwest
5721,KINGSTON RD AT MORNINGSIDE AVE,Scarborough-Rouge Park
5722,ARROW RD AT DEERHIDE CRES (NORTH),Humber River-Black Creek
5723,PETROLIA RD AT WILDCAT RD,York Centre
5724,CALEDONIA RD AT CORBY AVE,Davenport
5725,MIDDLEFIELD RD AT STEELES AVE EAST NORTH SIDE,outside_wards
5726,MCCOWAN RD AT ALTON TOWERS CIR (NORTH),Scarborough North
5727,MCCOWAN RD AT SANDHURST CIR (SOUTH),Scarborough North
5728,ROYAL YORK RD AT ALLANHURST DR,Etobicoke Centre
5729,ELLESMERE RD AT DORMINGTON DR WEST SIDE,Scarborough-Guildwood
5730,SEWELLS RD AT NEILSON RD,Scarborough-Rouge Park
5731,THE QUEENSWAY AT ATOMIC AVE,Etobicoke-Lakeshore
5732,SCARLETT RD AT EDINBOROUGH CRT SOUTH SIDE,York South-Weston
5733,MCCOWAN RD AT FINCH AVE EAST,Scarborough North
5734,ROYAL YORK RD AT NEWCASTLE ST SOUTH SIDE,Etobicoke-Lakeshore
5735,HOLLINGER RD AT WATERMAN AVE,Beaches-East York
5736,SLOANE AVE AT TINDER CRES,Don Valley East
5737,PARK LANE CIR AT LAWRENCE AVE EAST,Don Valley West
5738,BERRY RD AT GLENN MURRAY DR,Etobicoke-Lakeshore
5739,BELLAMY RD NORTH AT BURNVIEW CRES,Scarborough-Guildwood
5740,BIRCHMOUNT RD AT FOXRIDGE DR,Scarborough Southwest
5741,COXWELL AVE AT CASCI AVE,Beaches-East York
5742,ELLESMERE RD AT WARDEN AVE,Scarborough Centre
5743,DANFORTH AVE AT EMMOTT AVE,Scarborough Southwest
5744,YONGE ST AT QUEENS QUAY EAST NORTH SIDE,Spadina-Fort York
5745,SHEPPARD AVE WEST AT HOVE ST,York Centre
5746,PHARMACY AVE AT PENAIRE ST,Scarborough Southwest
5747,MCCOWAN RD AT MILLIKEN WELLS PLAZA,Scarborough North
5748,MT PLEASANT RD AT DAVISVILLE AVE,Don Valley West
5749,ELLESMERE RD AT PARKINGTON CRES,Scarborough-Guildwood
5750,HULLMAR DR AT HISEY CRES (NORTH),Humber River-Black Creek
5751,MCCOWAN RD AT HIGHWAY 7,outside_wards
5752,WARDEN AVE AT GIBSON DR,outside_wards
5753,BLOOR ST WEST AT LANSDOWNE AVE,Davenport
5754,STEELES AVE EAST AT OPPOSITE WALKWAY TO NORM CRES,Scarborough North
5755,HUNTINGWOOD DR AT PHARMACY AVE,Scarborough-Agincourt
5756,WARDEN AVE AT DANFORTH AVE,Scarborough Southwest
5757,SHEPPARD AVE EAST AT BARBERRY PL WEST SIDE,Don Valley North
5758,GERRARD ST EAST AT RIVER ST,Toronto Centre
5759,ROYALCREST RD AT CABERNET CIR EAST SIDE,Etobicoke North
5760,ROCKCLIFFE BLVD AT CORBETT AVE NORTH SIDE,York South-Weston
5761,HULLMAR DR AT BLOOMINGTON CRES (EAST),Humber River-Black Creek
5762,QUEEN ST EAST AT BROADVIEW AVE,Toronto-Danforth
5763,800 WARDEN AVE,Scarborough Southwest
5764,MILLWOOD RD AT MCRAE DR SOUTH SIDE,Don Valley West
5765,BATHURST ST AT HORSHAM AVE,Willowdale
5766,ROYAL YORK RD AT KING GEORGES RD,Etobicoke-Lakeshore
5767,FINCH AVE WEST AT DRIFTWOOD AVE,Humber River-Black Creek
5768,LAWRENCE AVE EAST AT WANLESS CRES (WEST),Don Valley West
5769,KENNEDY RD AT HUNTINGWOOD DR,Scarborough-Agincourt
5770,SHORNCLIFFE AVE AT NEWBRIDGE RD SOUTH SIDE,Etobicoke-Lakeshore
