,stop_name,Ward_name,zone_type
8404,LESLIE STATION,Don Valley North,not_defined
8405,LESLIE STATION,Don Valley North,not_defined
8406,DON MILLS STATION,Don Valley North,not_defined
8407,DON MILLS STATION,Don Valley North,not_defined
8408,DON MILLS STATION,Don Valley North,not_defined
8409,DON MILLS STATION,Don Valley North,not_defined
8410,DON MILLS STATION,Don Valley North,not_defined
8411,DON MILLS STATION,Don Valley North,not_defined
8412,DON MILLS STATION,Don Valley North,not_defined
8413,DON MILLS STATION,Don Valley North,not_defined
8414,DON MILLS STATION,Don Valley North,not_defined
8415,DON MILLS STATION,Don Valley North,not_defined
8416,BROADVIEW STATION,Toronto-Danforth,Residential
8417,BROADVIEW STATION,Toronto-Danforth,Commercial Residential
8418,BROADVIEW STATION,Toronto-Danforth,Commercial Residential
8419,BROADVIEW STATION,Toronto-Danforth,Commercial Residential
8420,BROADVIEW STATION,Toronto-Danforth,Commercial Residential
8421,BROADVIEW STATION,Toronto-Danforth,not_defined
8422,CASTLE FRANK STATION,University-Rosedale,Open Space Natural
8423,CASTLE FRANK STATION,University-Rosedale,Open Space Natural
8424,COXWELL STATION,Beaches-East York,Residential
8425,COXWELL STATION,Beaches-East York,Residential
8426,DAVISVILLE STATION,Toronto-St. Paul's,Commercial Residential
8427,DAVISVILLE STATION,Toronto-St. Paul's,Commercial Residential
8428,DAVISVILLE STATION,Toronto-St. Paul's,Commercial Residential
8429,DAVISVILLE STATION,Toronto-St. Paul's,Commercial Residential
8430,SHEPPARD WEST STATION,York Centre,not_defined
8431,SHEPPARD WEST STATION,York Centre,not_defined
8432,SHEPPARD WEST STATION,York Centre,not_defined
8433,SHEPPARD WEST STATION,York Centre,not_defined
8434,SHEPPARD WEST STATION,York Centre,not_defined
8435,SHEPPARD WEST STATION,York Centre,not_defined
8436,SHEPPARD WEST STATION,York Centre,not_defined
8437,SHEPPARD WEST STATION,York Centre,not_defined
8438,SHEPPARD WEST STATION,York Centre,not_defined
8439,DUNDAS WEST STATION,Parkdale-High Park,not_defined
8440,DUNDAS WEST STATION,Parkdale-High Park,Residential
8441,EGLINTON STATION,Toronto-St. Paul's,not_defined
8442,EGLINTON STATION,Toronto-St. Paul's,not_defined
8443,EGLINTON STATION,Toronto-St. Paul's,not_defined
8444,EGLINTON STATION,Toronto-St. Paul's,not_defined
8445,EGLINTON STATION,Toronto-St. Paul's,not_defined
8446,EGLINTON STATION,Toronto-St. Paul's,not_defined
8447,EGLINTON STATION,Toronto-St. Paul's,not_defined
8448,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8449,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8450,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8451,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8452,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8453,EGLINTON WEST STATION,Eglinton-Lawrence,Utility and Transportation
8454,FINCH STATION,Willowdale,not_defined
8455,FINCH STATION,Willowdale,not_defined
8456,FINCH STATION,Willowdale,not_defined
8457,FINCH STATION,Willowdale,not_defined
8458,FINCH STATION,Willowdale,not_defined
8459,FINCH STATION,Willowdale,not_defined
8460,FINCH STATION,Willowdale,not_defined
8461,FINCH STATION,Willowdale,not_defined
8462,FINCH STATION,Willowdale,not_defined
8463,FINCH STATION,Willowdale,not_defined
8464,HIGH PARK STATION,Parkdale-High Park,Residential
8465,HIGH PARK STATION,Parkdale-High Park,Residential
8466,ISLINGTON STATION,Etobicoke-Lakeshore,not_defined
8467,JANE STATION,Parkdale-High Park,Residential
8468,JANE STATION,Parkdale-High Park,Residential
8469,JANE STATION,Parkdale-High Park,Residential
8470,JANE STATION,Parkdale-High Park,Residential
8471,KEELE STATION,Parkdale-High Park,Residential
8472,KEELE STATION,Parkdale-High Park,not_defined
8473,KEELE STATION,Parkdale-High Park,not_defined
8474,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8475,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8476,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8477,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8478,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8479,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8480,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8481,KENNEDY STATION,Scarborough Southwest,Commercial Residential
8482,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8483,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8484,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8485,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8486,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8487,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8488,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8489,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8490,KIPLING STATION,Etobicoke-Lakeshore,not_defined
8491,LAWRENCE STATION,Eglinton-Lawrence,Commercial Residential
8492,LAWRENCE STATION,Eglinton-Lawrence,Commercial Residential
8493,LAWRENCE STATION,Eglinton-Lawrence,Commercial Residential
8494,LAWRENCE EAST STATION,Scarborough Centre,Residential Multiple
8495,LAWRENCE EAST STATION,Scarborough Centre,not_defined
8496,LAWRENCE EAST STATION,Scarborough Centre,not_defined
8497,LAWRENCE WEST STATION,Eglinton-Lawrence,Utility and Transportation
8498,LAWRENCE WEST STATION,Eglinton-Lawrence,Utility and Transportation
8499,LAWRENCE WEST STATION,Eglinton-Lawrence,Utility and Transportation
8500,LAWRENCE WEST STATION,Eglinton-Lawrence,not_defined
8501,LAWRENCE WEST STATION,Eglinton-Lawrence,not_defined
8502,MAIN STREET STATION,Beaches-East York,Residential
8503,MAIN STREET STATION,Beaches-East York,Residential
8504,MAIN STREET STATION,Beaches-East York,Residential
8505,MAIN STREET STATION,Beaches-East York,Residential
8506,MAIN STREET STATION,Beaches-East York,Residential
8507,MAIN STREET STATION,Beaches-East York,Residential
8508,OLD MILL STATION,Etobicoke-Lakeshore,Residential Apartment
8509,OSSINGTON STATION,Davenport,not_defined
8510,OSSINGTON STATION,Davenport,not_defined
8511,OSSINGTON STATION,Davenport,not_defined
8512,OSSINGTON STATION,Davenport,not_defined
8513,PAPE STATION,Toronto-Danforth,Residential
8514,PAPE STATION,Toronto-Danforth,Residential
8515,ROYAL YORK STATION,Etobicoke-Lakeshore,Residential Detached
8516,ROYAL YORK STATION,Etobicoke-Lakeshore,Residential Detached
8517,ROYAL YORK STATION,Etobicoke-Lakeshore,Residential Detached
8518,RUNNYMEDE STATION,Parkdale-High Park,Residential
8519,RUNNYMEDE STATION,Parkdale-High Park,Residential
8520,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8521,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8522,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8523,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8524,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8525,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8526,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8527,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8528,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8529,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8530,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8531,SCARBOROUGH CENTRE STATION,Scarborough Centre,not_defined
8532,SHEPPARD-YONGE STATION,Willowdale,not_defined
8533,SHEPPARD-YONGE STATION,Willowdale,not_defined
8534,SHEPPARD-YONGE STATION,Willowdale,not_defined
8535,SHEPPARD-YONGE STATION,Willowdale,not_defined
8536,SPADINA STATION,University-Rosedale,Commercial Residential
8537,ST CLAIR STATION,Toronto-St. Paul's,Residential
8538,ST CLAIR WEST STATION,Toronto-St. Paul's,not_defined
8539,ST CLAIR WEST STATION,Toronto-St. Paul's,not_defined
8540,ST CLAIR WEST STATION,Toronto-St. Paul's,not_defined
8541,ST GEORGE STATION,University-Rosedale,Commercial Residential
8542,VICTORIA PARK STATION,Scarborough Southwest,Utility and Transportation
8543,VICTORIA PARK STATION,Scarborough Southwest,Utility and Transportation
8544,VICTORIA PARK STATION,Scarborough Southwest,Utility and Transportation
8545,WARDEN STATION,Scarborough Southwest,Commercial Residential
8546,WARDEN STATION,Scarborough Southwest,Commercial Residential
8547,WARDEN STATION,Scarborough Southwest,Commercial Residential
8548,WARDEN STATION,Scarborough Southwest,Commercial Residential
8549,WARDEN STATION,Scarborough Southwest,Commercial Residential
8550,WARDEN STATION,Scarborough Southwest,Commercial Residential
8551,WARDEN STATION,Scarborough Southwest,Commercial Residential
8552,WELLESLEY STATION,Toronto Centre,Residential
8553,WELLESLEY STATION,Toronto Centre,Residential
8554,WILSON STATION,York Centre,not_defined
8555,WILSON STATION,York Centre,not_defined
8556,WILSON STATION,York Centre,not_defined
8557,WILSON STATION,York Centre,not_defined
8558,WILSON STATION,York Centre,not_defined
8559,WOODBINE STATION,Beaches-East York,Residential
8560,WOODBINE STATION,Beaches-East York,Residential
8561,YORK MILLS STATION,Don Valley West,Commercial Residential
8562,YORK MILLS STATION,Don Valley West,Commercial Residential
8563,YORK MILLS STATION,Don Valley West,Commercial Residential
8564,YORK MILLS STATION,Don Valley West,Commercial Residential
8565,YORK MILLS STATION,Don Valley West,Commercial Residential
8566,YORK MILLS STATION,Don Valley West,Commercial Residential
8567,YORK MILLS STATION,Don Valley West,Commercial Residential
8568,YORK MILLS STATION,Don Valley West,Commercial Residential
8569,SPADINA STATION,University-Rosedale,Commercial Residential
8570,MURRAY ROSS PKWY AT SENTINEL RD,Humber River-Black Creek,Residential Multiple
8571,WILLIAM R ALLEN RD AT RIMROCK RD,York Centre,not_defined
8572,WILLIAM R ALLEN RD AT RIMROCK RD,York Centre,not_defined
8573,DUFFERIN ST AT FINCH AVE WEST NORTH SIDE,York Centre,Open Space Recreation
8574,ALNESS ST AT BRISBANE RD NORTH SIDE,York Centre,Employment Heavy Industrial
8575,ALNESS ST AT BRISBANE RD,York Centre,Employment Heavy Industrial
8576,MARTIN ROSS AVE AT ALNESS ST WEST SIDE,York Centre,Employment Heavy Industrial
8577,WILMINGTON AVE AT CAVOTTI CRES,York Centre,not_defined
8578,WILMINGTON AVE AT BLUE FOREST DR,York Centre,Residential Detached
8579,WILMINGTON AVE AT CEDAR SPRINGS GROVE (SOUTH),York Centre,not_defined
8580,WILMINGTON AVE AT CEDAR SPRINGS GROVE (SOUTH) NORTH SIDE,York Centre,Residential Detached
8581,MURRAY ROSS PKWY AT SENTINEL RD EAST SIDE,Humber River-Black Creek,not_defined
8582,MURRAY ROSS PKWY AT EVELYN WIGGINS DR,Humber River-Black Creek,not_defined
8583,ST CLAIR STATION,Toronto-St. Paul's,Residential
8584,WILSON STATION,York Centre,not_defined
8585,KEELE ST AT ROGERS RD,York South-Weston,Commercial Residential
8586,WESTON RD AT AVON CRES,York South-Weston,Commercial Residential
8587,ST CLAIR AVE WEST AT LANSDOWNE AVE EAST SIDE,Davenport,not_defined
8588,ST CLAIR AVE WEST AT EARLSCOURT AVE EAST SIDE,Davenport,not_defined
8589,ST CLAIR AVE WEST AT DUFFERIN ST WEST SIDE,Davenport,not_defined
8590,ST CLAIR AVE WEST AT NORTHCLIFFE BLVD EAST SIDE,Davenport,not_defined
8591,ST CLAIR AVE WEST AT GLENHOLME AVE EAST SIDE,Davenport,not_defined
8592,ST CLAIR AVE WEST AT OAKWOOD AVE EAST SIDE,Davenport,not_defined
8593,ST CLAIR AVE WEST AT WINONA DR EAST SIDE,Toronto-St. Paul's,not_defined
8594,ST CLAIR AVE WEST AT ARLINGTON AVE EAST SIDE,Toronto-St. Paul's,not_defined
8595,ST CLAIR AVE WEST AT CHRISTIE ST EAST SIDE,Toronto-St. Paul's,not_defined
8596,ST CLAIR AVE WEST AT WYCHWOOD AVE EAST SIDE,Toronto-St. Paul's,not_defined
8597,ST CLAIR AVE WEST AT WYCHWOOD AVE WEST SIDE,Toronto-St. Paul's,not_defined
8598,ST CLAIR AVE WEST AT CHRISTIE ST WEST SIDE,Toronto-St. Paul's,not_defined
8599,ST CLAIR AVE WEST AT ARLINGTON AVE WEST SIDE,Toronto-St. Paul's,not_defined
8600,ST CLAIR AVE WEST AT WINONA DR WEST SIDE,Davenport,not_defined
8601,ST CLAIR AVE WEST AT OAKWOOD AVE,Davenport,not_defined
8602,ST CLAIR AVE WEST AT GLENHOLME AVE WEST SIDE,Davenport,not_defined
8603,ST CLAIR AVE WEST AT NORTHCLIFFE BLVD WEST SIDE,Davenport,not_defined
8604,ST CLAIR AVE WEST AT DUFFERIN ST WEST SIDE,Davenport,not_defined
8605,ST CLAIR AVE WEST AT EARLSCOURT AVE,Davenport,not_defined
8606,BLOOR ST WEST AT PRINCE EDWARD DR SOUTH,Etobicoke-Lakeshore,not_defined
8607,FINCH STATION - SOUTHBOUND PLATFORM,Willowdale,not_defined
8608,NORTH YORK CENTRE STATION - SOUTHBOUND PLATFORM,Willowdale,not_defined
8609,SHEPPARD-YONGE STATION - SOUTHBOUND PLATFORM,Willowdale,not_defined
8610,YORK MILLS STATION - SOUTHBOUND PLATFORM,Don Valley West,Open Space Natural
8611,LAWRENCE STATION - SOUTHBOUND PLATFORM,Eglinton-Lawrence,Commercial Residential
8612,EGLINTON STATION - SOUTHBOUND PLATFORM,Toronto-St. Paul's,not_defined
8613,DAVISVILLE STATION - SOUTHBOUND PLATFORM,Toronto-St. Paul's,Commercial Residential
8614,ST CLAIR STATION - SOUTHBOUND PLATFORM,Toronto-St. Paul's,Residential
8615,SUMMERHILL STATION - SOUTHBOUND PLATFORM,University-Rosedale,not_defined
8616,ROSEDALE STATION - SOUTHBOUND PLATFORM,University-Rosedale,Open Space Natural
8617,BLOOR STATION - SOUTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8618,WELLESLEY STATION - SOUTHBOUND PLATFORM,Toronto Centre,Residential
8619,COLLEGE STATION - SOUTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8620,DUNDAS STATION - SOUTHBOUND PLATFORM,Toronto Centre,not_defined
8621,QUEEN STATION - SOUTHBOUND PLATFORM,Toronto Centre,Commercial Residential
8622,KING STATION - SOUTHBOUND PLATFORM,Toronto Centre,Commercial Residential
8623,UNION STATION - NB PLATFORM TOWARDS VAUGHAN METROPOLITAN CENTRE,Spadina-Fort York,Commercial Residential
8624,ST ANDREW STATION - NORTHBOUND PLATFORM,Spadina-Fort York,Commercial Residential
8625,OSGOODE STATION - NORTHBOUND PLATFORM,Spadina-Fort York,not_defined
8626,ST PATRICK STATION - NORTHBOUND PLATFORM,University-Rosedale,not_defined
8627,QUEEN'S PARK STATION - NORTHBOUND PLATFORM,University-Rosedale,not_defined
8628,MUSEUM STATION - NORTHBOUND PLATFORM,University-Rosedale,not_defined
8629,ST GEORGE STATION - NORTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8630,SPADINA STATION - NORTHBOUND PLATFORM,University-Rosedale,Residential
8631,DUPONT STATION - NORTHBOUND PLATFORM,University-Rosedale,not_defined
8632,ST CLAIR WEST STATION - NORTHBOUND PLATFORM,Toronto-St. Paul's,not_defined
8633,EGLINTON WEST STATION - NORTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8634,GLENCAIRN STATION - NORTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8635,LAWRENCE WEST STATION - NORTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8636,YORKDALE STATION - NORTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8637,WILSON STATION - NORTHBOUND PLATFORM,York Centre,Commercial Residential
8638,SHEPPARD WEST STATION - SUBWAY PLATFORM,York Centre,not_defined
8639,SHEPPARD WEST STATION - SOUTHBOUND PLATFORM,York Centre,not_defined
8640,WILSON STATION - SOUTHBOUND PLATFORM,York Centre,Utility and Transportation
8641,YORKDALE STATION - SOUTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8642,LAWRENCE WEST STATION - SOUTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8643,GLENCAIRN STATION - SOUTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8644,EGLINTON WEST STATION - SOUTHBOUND PLATFORM,Eglinton-Lawrence,Utility and Transportation
8645,ST CLAIR WEST STATION - SOUTHBOUND PLATFORM,Toronto-St. Paul's,not_defined
8646,DUPONT STATION - SOUTHBOUND PLATFORM,University-Rosedale,Residential
8647,SPADINA STATION - SOUTHBOUND PLATFORM,University-Rosedale,Residential
8648,ST GEORGE STATION - SOUTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8649,MUSEUM STATION - SOUTHBOUND PLATFORM,University-Rosedale,not_defined
8650,QUEEN'S PARK STATION - SOUTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8651,ST PATRICK STATION - SOUTHBOUND PLATFORM,Spadina-Fort York,not_defined
8652,OSGOODE STATION - SOUTHBOUND PLATFORM,Spadina-Fort York,Commercial Residential
8653,ST ANDREW STATION - SOUTHBOUND PLATFORM,Spadina-Fort York,Commercial Residential
8654,UNION STATION - NORTHBOUND PLATFORM TOWARDS FINCH,Spadina-Fort York,not_defined
8655,KING STATION - NORTHBOUND PLATFORM,Toronto Centre,Commercial Residential
8656,QUEEN STATION - NORTHBOUND PLATFORM,Toronto Centre,not_defined
8657,DUNDAS STATION - NORTHBOUND PLATFORM,Toronto Centre,Commercial Residential
8658,COLLEGE STATION - NORTHBOUND PLATFORM,Toronto Centre,Open Space
8659,WELLESLEY STATION - NORTHBOUND PLATFORM,Toronto Centre,Residential
8660,BLOOR STATION - NORTHBOUND PLATFORM,University-Rosedale,Commercial Residential
8661,ROSEDALE STATION - NORTHBOUND PLATFORM,University-Rosedale,Utility and Transportation
8662,SUMMERHILL STATION - NORTHBOUND PLATFORM,University-Rosedale,Residential
8663,ST CLAIR STATION - NORTHBOUND PLATFORM,Toronto-St. Paul's,Commercial Residential
8664,DAVISVILLE STATION - NORTHBOUND PLATFORM,Toronto-St. Paul's,Commercial Residential
8665,EGLINTON STATION - NORTHBOUND PLATFORM,Toronto-St. Paul's,not_defined
8666,LAWRENCE STATION - NORTHBOUND PLATFORM,Don Valley West,Commercial Residential
8667,YORK MILLS STATION - NORTHBOUND PLATFORM,Don Valley West,Commercial Residential
8668,SHEPPARD-YONGE STATION - NORTHBOUND PLATFORM,Willowdale,not_defined
8669,NORTH YORK CENTRE STATION - NORTHBOUND PLATFORM,Willowdale,not_defined
8670,FINCH STATION - SUBWAY PLATFORM,Willowdale,not_defined
8671,KIPLING STATION - EASTBOUND PLATFORM,Etobicoke-Lakeshore,not_defined
8672,ISLINGTON STATION - EASTBOUND PLATFORM,Etobicoke-Lakeshore,not_defined
8673,ROYAL YORK STATION - EASTBOUND PLATFORM,Etobicoke-Lakeshore,not_defined
8674,OLD MILL STATION - EASTBOUND PLATFORM,Etobicoke-Lakeshore,Open Space Natural
8675,JANE STATION - EASTBOUND PLATFORM,Parkdale-High Park,Residential
8676,RUNNYMEDE STATION - EASTBOUND PLATFORM,Parkdale-High Park,Residential
8677,HIGH PARK STATION - EASTBOUND PLATFORM,Parkdale-High Park,Residential
8678,KEELE STATION - EASTBOUND PLATFORM,Parkdale-High Park,Utility and Transportation
8679,DUNDAS WEST STATION - EASTBOUND PLATFORM,Parkdale-High Park,not_defined
8680,LANSDOWNE STATION - EASTBOUND PLATFORM,Davenport,Residential
8681,DUFFERIN STATION - EASTBOUND PLATFORM,Davenport,Residential
8682,OSSINGTON STATION - EASTBOUND PLATFORM,Davenport,not_defined
8683,CHRISTIE STATION - EASTBOUND PLATFORM,University-Rosedale,Residential
8684,BATHURST STATION - EASTBOUND PLATFORM,University-Rosedale,Open Space
8685,SPADINA STATION - EASTBOUND PLATFORM,University-Rosedale,Commercial Residential
8686,ST GEORGE STATION - EASTBOUND PLATFORM,University-Rosedale,Commercial Residential
8687,BAY STATION - EASTBOUND PLATFORM,University-Rosedale,Commercial Residential
8688,YONGE STATION - EASTBOUND PLATFORM,University-Rosedale,Commercial Residential
8689,SHERBOURNE STATION - EASTBOUND PLATFORM,Toronto Centre,Commercial Residential
8690,CASTLE FRANK STATION - EASTBOUND PLATFORM,University-Rosedale,Open Space
8691,BROADVIEW STATION - EASTBOUND PLATFORM,Toronto-Danforth,Commercial Residential
8692,CHESTER STATION - EASTBOUND PLATFORM,Toronto-Danforth,Residential
8693,PAPE STATION - EASTBOUND PLATFORM,Toronto-Danforth,Residential
8694,DONLANDS STATION - EASTBOUND PLATFORM,Toronto-Danforth,Residential
8695,GREENWOOD STATION - EASTBOUND PLATFORM,Toronto-Danforth,Residential
8696,COXWELL STATION - EASTBOUND PLATFORM,Beaches-East York,Residential
8697,WOODBINE STATION - EASTBOUND PLATFORM,Beaches-East York,Residential
8698,MAIN STREET STATION - EASTBOUND PLATFORM,Beaches-East York,Residential
8699,VICTORIA PARK STATION - EASTBOUND PLATFORM,Scarborough Southwest,Utility and Transportation
8700,WARDEN STATION - EASTBOUND PLATFORM,Scarborough Southwest,Commercial Residential
8701,KENNEDY STATION - SUBWAY PLATFORM,Scarborough Southwest,Commercial Residential
8702,KENNEDY STATION - WESTBOUND PLATFORM,Scarborough Southwest,Commercial Residential
8703,WARDEN STATION - WESTBOUND PLATFORM,Scarborough Southwest,Commercial Residential
8704,VICTORIA PARK STATION - WESTBOUND PLATFORM,Scarborough Southwest,Utility and Transportation
8705,MAIN STREET STATION - WESTBOUND PLATFORM,Beaches-East York,Open Space
8706,WOODBINE STATION - WESTBOUND PLATFORM,Beaches-East York,Residential
8707,COXWELL STATION - WESTBOUND PLATFORM,Beaches-East York,Residential
8708,GREENWOOD STATION - WESTBOUND PLATFORM,Toronto-Danforth,Residential
8709,DONLANDS STATION - WESTBOUND PLATFORM,Toronto-Danforth,Residential
8710,PAPE STATION - WESTBOUND PLATFORM,Toronto-Danforth,Residential
8711,CHESTER STATION - WESTBOUND PLATFORM,Toronto-Danforth,Residential
8712,BROADVIEW STATION - WESTBOUND PLATFORM,Toronto-Danforth,Commercial Residential
8713,CASTLE FRANK STATION - WESTBOUND PLATFORM,University-Rosedale,Open Space Natural
8714,SHERBOURNE STATION - WESTBOUND PLATFORM,Toronto Centre,Commercial Residential
8715,YONGE STATION - WESTBOUND PLATFORM,University-Rosedale,Commercial Residential
8716,BAY STATION - WESTBOUND PLATFORM,University-Rosedale,Open Space Recreation
8717,ST GEORGE STATION - WESTBOUND PLATFORM,University-Rosedale,Commercial Residential
8718,SPADINA STATION - WESTBOUND PLATFORM,University-Rosedale,Commercial Residential
