,stop_name,FTH_FAITH,dist
5625,KINGSTON RD AT GUILDWOOD PKWY EAST SIDE,Christian,5233000.772147302
5626,PEARSON AIRPORT TERMINAL 1 (GROUND LEVEL COLUMN R4),Christian,5233000.730815683
5627,COSBURN AVE AT LINSMORE CRES,Christian,5233000.793260216
5628,BAYVIEW AVE AT RUDDINGTON DR SOUTH SIDE,Christian,5233000.686155572
5629,1611 THE QUEENSWAY,Christian,5233000.811094591
5630,PHARMACY AVE AT FINCH AVE EAST,Christian,5233000.697762597
5631,WESTON RD AT LANYARD RD,Christian,5233000.685104867
5632,AVENUE RD AT GLENGROVE AVE WEST,Christian,5233000.749147093
5633,EVANS AVE AT OURLAND AVE,Christian,5233000.818061337
5634,CONCORD AVE AT BLOOR ST WEST,Christian,5233000.798599021
5635,LE PAGE CRT AT KEELE ST,Christian,5233000.689239892
5636,MIDDLEFIELD RD AT NEWMILL GATE,Christian,5233000.684083442
5637,QUEEN ST EAST AT EMPIRE AVE,Christian,5233000.822148855
5638,JANE ST AT HARDING AVE,Christian,5233000.741946907
5639,WELLESWORTH DR AT FAVERSHAM CRES NORTH SIDE,Christian,5233000.761301562
5640,YORK MILLS RD AT LOCHINVAR CRES,Christian,5233000.729346457
5641,MCCOWAN RD AT TRITON RD,Christian,5233000.734895256
5642,BROADVIEW AVE AT O'CONNOR DR,Christian,5233000.7886413
5643,1155 ALBION RD,Christian,5233000.6882511545
5644,DANFORTH RD AT MEDFORD AVE,Christian,5233000.803115303
5645,LITTLES RD AT SEWELLS RD,Christian,5233000.705484923
5646,LAKE SHORE BLVD WEST AT FIFTH ST,Christian,5233000.837034388
5647,FORTHBRIDGE CRES AT CALVINGTON DR,Christian,5233000.714613663
5648,4050 CHESSWOOD DR,Christian,5233000.692436832
5649,DAWES RD AT DONORA DR SOUTH SIDE,Christian,5233000.795876725
5650,BOROUGH DR AT PROGRESS AVE SOUTH SIDE,Christian,5233000.732898385
5651,THE WEST MALL AT EVA RD,Christian,5233000.7841276
5652,4800 JANE ST,Christian,5233000.66840971
5653,BAYVIEW AVE AT FIFESHIRE RD (NORTH),Christian,5233000.7137091635
5654,DIXON RD AT CITY VIEW DR,Christian,5233000.731476011
5655,BATHURST ST AT DUPONT ST,Christian,5233000.790892751
5656,DUFFERIN ST AT STANSTEAD DR,Christian,5233000.690793639
5657,BELLAMY RD NORTH AT BEN ALDER DR,Christian,5233000.754165187
5658,REXLEIGH DR AT FERRIS RD NORTH SIDE,Christian,5233000.791097378
5659,SHEPPARD AVE WEST AT ARLETA AVE,Christian,5233000.7019846635
5660,WESTON RD AT SHEPPARD AVE WEST,Christian,5233000.700197738
5661,DUNDAS ST WEST AT CHESTNUT ST,Christian,5233000.815718726
5662,MCCOWAN RD AT MARTINDALE RD,Christian,5233000.780747125
5663,KENNEDY RD AT CORVETTE AVE,Christian,5233000.780047383
5664,BATHURST ST AT DELL PARK AVE SOUTH SIDE,Christian,5233000.744462368
5665,EAST AVE AT RIDGEWOOD RD NORTH SIDE,Christian,5233000.749449447
5666,BRIMLEY RD AT BRIMWOOD BLVD,Christian,5233000.693701765
5667,IAN MACDONALD BLVD AT THE CHIMNEYSTACK RD,Christian,5233000.668833033
5668,PHARMACY AVE AT PINEMEADOW BLVD,Christian,5233000.6994054485
5669,LAWRENCE AVE WEST AT WESTON RD,Christian,5233000.738158836
5670,LAWRENCE AVE EAST AT LING RD,Christian,5233000.759651842
5671,FAYWOOD BLVD AT BAINBRIDGE AVE,Christian,5233000.70920722
5672,MIDLAND AVE AT GOODLAND GATE,Christian,5233000.725570227
5673,50 CORDOVA AVE,Christian,5233000.786494124
5674,MORTIMER AVE AT PAPE AVE,Christian,5233000.796475292
5675,LLOYD MANOR RD AT PRINCESS MARGARET BLVD,Christian,5233000.760172492
5676,MCCOWAN RD AT SANDHURST CIR (NORTH),Christian,5233000.695590115
5677,CORONATION DR AT WALLSEND DR,Christian,5233000.768002817
5678,GLENCAIRN AVE AT HAVEN RD EAST SIDE,Christian,5233000.747713685
5679,DUPONT ST AT BATHURST ST,Christian,5233000.79096999
5680,ROYAL YORK RD AT HILLSIDE AVE,Christian,5233000.830231559
5681,DUNDAS ST WEST AT GLADSTONE AVE,Christian,5233000.809690423
5682,LAWRENCE AVE EAST AT STOTTS TER,Christian,5233000.760666331
5683,MARKHAM RD AT NEW DELHI DR,Christian,5233000.665220061
5684,SHEPPARD AVE EAST AT BLUE RIDGE RD,Christian,5233000.708596097
5685,MCCOWAN RD AT INVERGORDON AVE,Christian,5233000.722422324
5686,BARRINGTON AVE AT SECORD AVE,Christian,5233000.801953341
5687,OPPOSITE 65 PASSMORE AVE,Christian,5233000.67992935
5688,CHURCH ST AT GRATTAN ST,Christian,5233000.731841578
5689,THE WESTWAY AT HARTSDALE DR,Christian,5233000.742171567
5690,DUFFERIN ST AT WILSON AVE,Christian,5233000.722741102
5691,JANE ST AT CHALKFARM DR (NORTH) SOUTH SIDE,Christian,5233000.7117632525
5692,134 PARK LAWN RD,Christian,5233000.816421443
5693,WESTON RD AT BIRDSTONE CRES (NORTH),Christian,5233000.7757205
5694,MCCOWAN RD AT CREE AVE,Christian,5233000.782736085
5695,LAWSON RD AT BRUMWELL ST EAST SIDE,Christian,5233000.750568184
5696,WOODSWORTH RD AT NORTHEY DR (WEST),Christian,5233000.714097181
5697,LESLIE ST AT CLANSMAN BLVD,Christian,5233000.683965087
5698,BIRCHMOUNT RD AT BAY MILLS BLVD,Christian,5233000.714691148
5699,SCARBOROUGH GOLF CLUB RD AT CHANDLER DR,Christian,5233000.75480481
5700,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),Christian,5233000.815594497
5701,LAWRENCE AVE WEST AT DUCKWORTH ST,Christian,5233000.739135573
5702,KEELE ST AT DENSLEY AVE,Christian,5233000.745928168
5703,BATHURST ST AT HARBORD ST,Christian,5233000.803582104
5704,DUFFERIN ST AT GIBSON ST NORTH SIDE,Christian,5233000.76511314
5705,SWEENEY DR AT WYNDCLIFF CRES,Christian,5233000.756514763
5706,HUMBERWOOD BLVD AT HUMBERLINE DR,Christian,5233000.678986818
5707,QUEEN ST WEST AT UNIVERSITY AVE (OSGOODE STATION),Christian,5233000.819926808
5708,GREENWOOD AVE AT DANFORTH AVE SOUTH SIDE,Christian,5233000.805292449
5709,CALEDONIA RD AT INNES AVE,Christian,5233000.771981872
5710,VAUGHAN RD AT ST CLAIR AVE WEST NORTH SIDE,Christian,5233000.779732486
5711,JOHN GARLAND BLVD AT MOSQUE CRES (NORTH) NORTH SIDE,Christian,5233000.686720026
5712,JANE ST AT OUTLOOK AVE,Christian,5233000.763765897
5713,HIGHVIEW AVE AT AYLESWORTH AVE,Christian,5233000.804642819
5714,SPADINA RD AT LONSDALE RD,Christian,5233000.776620404
5715,CULFORD RD AT LAWRENCE AVE WEST SOUTH SIDE,Christian,5233000.740104982
5716,6070 KINGSTON RD,Christian,5233000.7493927125
5717,VICTORIA PARK AVE AT BRENTON ST,Christian,5233000.794886265
5718,OPPOSITE 3370 PHARMACY AVE,Christian,5233000.685063033
5719,OPPOSITE 50 BETH NEALSON DR,Christian,5233000.771926432
5720,VICTORIA PARK AVE AT EDGE PARK AVE,Christian,5233000.778537038
5721,KINGSTON RD AT MORNINGSIDE AVE,Christian,5233000.756722958
5722,ARROW RD AT DEERHIDE CRES (NORTH),Christian,5233000.686025503
5723,PETROLIA RD AT WILDCAT RD,Christian,5233000.669976431
5724,CALEDONIA RD AT CORBY AVE,Christian,5233000.768331235
5725,MIDDLEFIELD RD AT STEELES AVE EAST NORTH SIDE,Christian,5233000.675028739
5726,MCCOWAN RD AT ALTON TOWERS CIR (NORTH),Christian,5233000.679523031
5727,MCCOWAN RD AT SANDHURST CIR (SOUTH),Christian,5233000.7032691445
5728,ROYAL YORK RD AT ALLANHURST DR,Christian,5233000.755898724
5729,ELLESMERE RD AT DORMINGTON DR WEST SIDE,Christian,5233000.739722778
5730,SEWELLS RD AT NEILSON RD,Christian,5233000.713854156
5731,THE QUEENSWAY AT ATOMIC AVE,Christian,5233000.811178716
5732,SCARLETT RD AT EDINBOROUGH CRT SOUTH SIDE,Christian,5233000.768408305
5733,MCCOWAN RD AT FINCH AVE EAST,Christian,5233000.700165183
5734,ROYAL YORK RD AT NEWCASTLE ST SOUTH SIDE,Christian,5233000.822979818
5735,HOLLINGER RD AT WATERMAN AVE,Christian,5233000.780312425
5736,SLOANE AVE AT TINDER CRES,Christian,5233000.765662784
5737,PARK LANE CIR AT LAWRENCE AVE EAST,Christian,5233000.745643325
5738,BERRY RD AT GLENN MURRAY DR,Christian,5233000.805755792
5739,BELLAMY RD NORTH AT BURNVIEW CRES,Christian,5233000.760754202
5740,BIRCHMOUNT RD AT FOXRIDGE DR,Christian,5233000.781106844
5741,COXWELL AVE AT CASCI AVE,Christian,5233000.811664267
5742,ELLESMERE RD AT WARDEN AVE,Christian,5233000.7359456
5743,DANFORTH AVE AT EMMOTT AVE,Christian,5233000.8070890885
5744,YONGE ST AT QUEENS QUAY EAST NORTH SIDE,Christian,5233000.830678946
5745,SHEPPARD AVE WEST AT HOVE ST,Christian,5233000.704891191
5746,PHARMACY AVE AT PENAIRE ST,Christian,5233000.79599248
5747,MCCOWAN RD AT MILLIKEN WELLS PLAZA,Christian,5233000.680648953
5748,MT PLEASANT RD AT DAVISVILLE AVE,Christian,5233000.7721880665
5749,ELLESMERE RD AT PARKINGTON CRES,Christian,5233000.738869765
5750,HULLMAR DR AT HISEY CRES (NORTH),Christian,5233000.664994131
5751,MCCOWAN RD AT HIGHWAY 7,Christian,5233000.637907733
5752,WARDEN AVE AT GIBSON DR,Christian,5233000.6688419515
5753,BLOOR ST WEST AT LANSDOWNE AVE,Christian,5233000.7977570975
5754,STEELES AVE EAST AT OPPOSITE WALKWAY TO NORM CRES,Christian,5233000.675824638
5755,HUNTINGWOOD DR AT PHARMACY AVE,Christian,5233000.71129715
5756,WARDEN AVE AT DANFORTH AVE,Christian,5233000.807456852
5757,SHEPPARD AVE EAST AT BARBERRY PL WEST SIDE,Christian,5233000.7076810645
5758,GERRARD ST EAST AT RIVER ST,Christian,5233000.814616062
5759,ROYALCREST RD AT CABERNET CIR EAST SIDE,Christian,5233000.665766309
5760,ROCKCLIFFE BLVD AT CORBETT AVE NORTH SIDE,Christian,5233000.773141631
5761,HULLMAR DR AT BLOOMINGTON CRES (EAST),Christian,5233000.676976096
5762,QUEEN ST EAST AT BROADVIEW AVE,Christian,5233000.821786916
5763,800 WARDEN AVE,Christian,5233000.774473278
5764,MILLWOOD RD AT MCRAE DR SOUTH SIDE,Christian,5233000.772948712
5765,BATHURST ST AT HORSHAM AVE,Christian,5233000.691932399
5766,ROYAL YORK RD AT KING GEORGES RD,Christian,5233000.787172665
5767,FINCH AVE WEST AT DRIFTWOOD AVE,Christian,5233000.683073808
5768,LAWRENCE AVE EAST AT WANLESS CRES (WEST),Christian,5233000.744804182
5769,KENNEDY RD AT HUNTINGWOOD DR,Christian,5233000.705450988
5770,SHORNCLIFFE AVE AT NEWBRIDGE RD SOUTH SIDE,Christian,5233000.802934779
5771,MORRISH RD AT ELLESMERE RD,Christian,5233000.741490082
5772,WARDEN AVE AT TOWER DR,Christian,5233000.743394137
5773,THIRTIETH ST AT ALHENA AVE,Christian,5233000.827897353
5774,1275 MORNINGSIDE AVE,Christian,5233000.721925601
5775,BIRCHMOUNT RD AT HARVEST MOON DR,Christian,5233000.671147176
5776,BROWN'S LINE AT WOODBURY RD,Christian,5233000.827883047
5777,PHARMACY AVE AT HUNTINGWOOD DR,Christian,5233000.711054046
5778,PHARMACY AVE AT ROSSCOWAN GATE SOUTH SIDE,Christian,5233000.707583169
5779,BLOOR ST WEST AT KINGSCOURT DR,Christian,5233000.790826968
5780,UNDERHILL DR AT BROADLANDS BLVD,Christian,5233000.745970165
5781,ST CLAIR AVE EAST AT SANTAMONICA BLVD,Christian,5233000.789001978
5782,DRIFTWOOD AVE AT FINCH AVE WEST,Christian,5233000.683178329
5783,REXDALE BLVD AT MARTIN GROVE RD,Christian,5233000.707785004
5784,WILLOWDALE AVE AT NORTHWOOD DR,Christian,5233000.67778087
5785,DOVERCOURT RD AT GEARY AVE NORTH SIDE,Christian,5233000.788030727
5786,DREWRY AVE AT MARTHON CRES (EAST),Christian,5233000.679167956
5787,POST RD AT BAYVIEW AVE EAST SIDE,Christian,5233000.738756174
5788,QUEENS QUAY WEST AT REES ST WEST SIDE,Christian,5233000.8313672785
5789,ALBION RD AT FINCH AVE WEST,Christian,5233000.67932111
5790,MIDDLEFIELD RD AT PASSMORE AVE,Christian,5233000.68209491
5791,LESMILL RD AT VALLEYBROOK DR WEST SIDE,Christian,5233000.724918876
5792,HUNTINGWOOD DR AT GARRYBROOK DR,Christian,5233000.707402987
5793,DAVENPORT RD AT OSLER ST,Christian,5233000.781856607
5794,YONGE BLVD AT DUNSTER AVE NORTH SIDE,Christian,5233000.726858224
5795,185 GRAYDON HALL DR,Christian,5233000.722213384
5796,EGLINTON AVE EAST AT BEACHELL ST,Christian,5233000.775021394
5797,KEELE ST AT GREENBROOK DR SOUTH SIDE,Christian,5233000.752065637
5798,COLLEGE ST AT ELIZABETH ST,Christian,5233000.810393667
5799,LE PAGE CRT AT KEELE ST EAST SIDE,Christian,5233000.689384477
5800,JONES AVE AT BAIRD AVE,Christian,5233000.807604594
5801,DUFFERIN ST AT GORDON ST,Christian,5233000.81234468
5802,34 RIVALDA RD,Christian,5233000.697435533
5803,EVANS AVE AT GAIR DR,Christian,5233000.81550855
5804,LONGBOURNE DR AT REDGRAVE DR,Christian,5233000.744018797
5805,HUNTINGWOOD RD AT RIDGECREST DR,Christian,5233000.709894449
5806,ELMHURST DR AT MUNCEY AVE,Christian,5233000.704956452
5807,ST CLAIR AVE EAST AT YONGE ST (ST CLAIR STATION),Christian,5233000.781871752
5808,ISLINGTON AVE AT NORSEMAN ST,Christian,5233000.8010720955
5809,MCNICOLL AVE AT MIDLAND AVE,Christian,5233000.686929333
5810,WILSON HEIGHTS BLVD AT CLIFTON AVE,Christian,5233000.6953566065
5811,PROGRESS AVE AT ESTATE DR (WEST),Christian,5233000.733570378
5812,STEELES AVE EAST AT MIDLAND AVE,Christian,5233000.67444719
5813,EGLINTON AVE EAST AT VICTORIA PARK AVE,Christian,5233000.77035981
5814,BAYVIEW AVE AT HILLCREST AVE,Christian,5233000.701583085
5815,WILLOWRIDGE RD AT RICHGROVE DR,Christian,5233000.747793601
5816,VICTORIA PARK AVE AT FURNIVAL RD,Christian,5233000.783812
5817,299 NORFINCH DR,Christian,5233000.668290883
5818,KIPLING AVE AT HAYHURST RD,Christian,5233000.734776851
5819,MOORE AVE AT ORCHARD GREEN,Christian,5233000.779193484
5820,ISLINGTON AVE AT FINCH AVE WEST SOUTH SIDE,Christian,5233000.680217578
5821,105 IRONSIDE CRES,Christian,5233000.685243515
5822,MARTIN GROVE RD AT FINCH AVE WEST,Christian,5233000.683018367
5823,SHEPPARD AVE WEST AT YATESCASTLE DR,Christian,5233000.701739662
5824,BAYVIEW AVE AT WILKET RD,Christian,5233000.728862953
5825,SHEPPARD AVE EAST AT ALLANFORD RD WEST SIDE,Christian,5233000.7177028
5826,TRETHEWEY DR AT BROOKHAVEN DR,Christian,5233000.747137178
5827,HULLMAR DR AT HISEY CRES (SOUTH) NORTH SIDE,Christian,5233000.667007039
5828,DAVISVILLE AVE AT FORMAN AVE,Christian,5233000.772501255
5829,WARDEN AVE AT MURRAY GLEN DR,Christian,5233000.741331311
5830,CALVINGTON DR AT KEELE ST WEST SIDE,Christian,5233000.714357628
5831,MARKHAM RD AT BULLOCK DR,Christian,5233000.63033309
5832,MOORE AVE AT BRENDAN RD,Christian,5233000.779078801
5833,PHARMACY AVE AT PRINCEWAY DR,Christian,5233000.741611911
5834,OAKWOOD AVE AT HIGHVIEW CRES,Christian,5233000.782534067
5835,WESTON RD AT CORAL GABLE DR,Christian,5233000.697874676
5836,BATHURST ST AT FORT YORK BLVD,Christian,5233000.827593328
5837,MCNICOLL AVE AT WARDEN AVE,Christian,5233000.687289663
5838,QUEEN ST EAST AT ONTARIO ST,Christian,5233000.821037742
5839,SOUTH DR AT GLEN RD,Christian,5233000.796917977
5840,ALBION RD AT MARTIN GROVE RD EAST SIDE,Christian,5233000.677710307
5841,GLENCAIRN AVE AT DANESBURY AVE,Christian,5233000.748446395
5842,84 DAVISVILLE AVE (SALVATION ARMY),Christian,5233000.771595013
5843,SHEPPARD AVE EAST AT GREENBRIAR RD,Christian,5233000.708244916
5844,BELLAMY RD NORTH AT BANMOOR BLVD NORTH SIDE,Christian,5233000.762812808
5845,MCLEVIN AVE AT GREENSPIRE RD,Christian,5233000.713696236
5846,YORK MILLS RD AT HARRISON RD,Christian,5233000.726639917
5847,WARDEN AVE AT DENISON ST NORTH SIDE,Christian,5233000.664922191
5848,LAWRENCE AVE WEST AT SCARLETT RD,Christian,5233000.738233529
5849,DANFORTH AVE AT ST DUNSTAN DR WEST SIDE,Christian,5233000.806877314
5850,SHEPPARD AVE EAST AT CONLINS RD EAST SIDE,Christian,5233000.723984594
5851,ROYAL YORK RD AT TREHORNE DR,Christian,5233000.743964124
5852,AVENUE RD AT LONSDALE RD SOUTH SIDE,Christian,5233000.77745974
5853,601 MILNER AVE,Christian,5233000.724956848
5854,WYNFORD DR AT DON MILLS RD EAST SIDE,Christian,5233000.762905906
5855,WESTON RD AT FERN AVE SOUTH SIDE,Christian,5233000.73432118
5856,ST CLAIR AVE EAST AT VICTORIA PARK AVE WEST SIDE,Christian,5233000.7876337655
5857,RUNNYMEDE RD AT MAHER AVE SOUTH SIDE,Christian,5233000.784244508
5858,RATHBURN RD AT PHEASANT LANE,Christian,5233000.770241525
5859,MCNICOLL AVE AT MARKHAM RD,Christian,5233000.689584025
5860,BAY ST AT DUNDAS ST WEST,Christian,5233000.81577279
5861,DUNDAS ST WEST AT STERLING RD,Christian,5233000.805110605
5862,CHURCH ST AT WESTON RD,Christian,5233000.732778202
5863,STEELES AVE EAST AT FENTON RD,Christian,5233000.6746864915
5864,ROYAL YORK RD AT DARLINGBROOK CRES SOUTH SIDE,Christian,5233000.76479847
5865,HEATHROW DR AT CHESHAM DR,Christian,5233000.715423467
5866,HORNER AVE AT ALDERBRAE AVE,Christian,5233000.82551221
5867,ST CLAIR AVE EAST AT GLEN EDEN CRES,Christian,5233000.787131409
5868,KINGSTON RD AT EASTWOOD AVE,Christian,5233000.8133590715
5869,MARKHAM RD AT EDWARD JEFFREYS AVE,Christian,5233000.61552717
5870,LESLIE ST AT COMMISSIONERS ST NORTH SIDE,Christian,5233000.829822763
5871,BRIMLEY RD AT LARKHALL AVE NORTH SIDE,Christian,5233000.758086366
5872,BRIMLEY RD AT PROGRESS AVE,Christian,5233000.73264903
5873,ST REGIS CRES AT ST REGIS CRES NORTH WEST SIDE,Christian,5233000.692984873
5874,CANARCTIC DR AT KEELE ST,Christian,5233000.671515093
5875,MCCOWAN RD AT MCNICOLL AVE,Christian,5233000.688699799
5876,KENNEDY RD AT VILLAGE GREEN SQ,Christian,5233000.7243955545
5877,PRINCE EDWARD DR SOUTH AT MEADOWVALE DR,Christian,5233000.792528848
5878,ELMHURST DR AT HENLEY CRES WEST SIDE,Christian,5233000.695853496
5879,MCNICOLL AVE AT BRAHMS AVE,Christian,5233000.683477722
5880,FOXWELL ST AT BRUTON RD EAST SIDE,Christian,5233000.77181419
5881,BURNHAMTHORPE RD AT OLD BURNHAMTHORPE RD (EAST),Christian,5233000.777779312
5882,CLAIREPORT CRES (WEST) AT ALBION RD,Christian,5233000.661785155
5883,DANFORTH RD AT MACK AVE,Christian,5233000.802227139
5884,1216 LANSDOWNE AVE,Christian,5233000.781634321
5885,MARLEE AVE AT RIDELLE AVE,Christian,5233000.754072037
5886,ST CLAIR AVE WEST AT RUNNYMEDE RD WEST SIDE,Christian,5233000.776676238
5887,BAY ST AT HARBOUR ST SOUTH SIDE (TORONTO ISLAND FERRY),Christian,5233000.831079344
5888,ROYAL YORK RD AT YORK VIEW DR,Christian,5233000.808355418
5889,GLENCAIRN AVE AT GLENMOUNT AVE,Christian,5233000.749409926
5890,OPPOSITE 3400 KEELE ST,Christian,5233000.699717368
5891,DENTON AVE AT MADELAINE AVE,Christian,5233000.805335474
5892,DAVENPORT RD AT NEW ST,Christian,5233000.795130595
5893,COSBURN AVE AT DONLANDS AVE WEST SIDE,Christian,5233000.792908909
5894,LESLIE ST AT BANNATYNE DR NORTH SIDE,Christian,5233000.722352107
5895,WOODSWORTH RD AT HOPPERTON DR (EAST),Christian,5233000.71387355
5896,TAPSCOTT RD AT NEWGALE GATE,Christian,5233000.697213473
5897,KIPLING AVE AT GOSWELL RD,Christian,5233000.781533166
5898,MCLEVIN AVE AT TAPSCOTT RD,Christian,5233000.713385229
5899,ARLETA AVE AT MEDAL LANE,Christian,5233000.694822056
5900,ELMHURST DR AT GENTHORN AVE,Christian,5233000.701271323
5901,DONLANDS AVE AT MEMORIAL PARK AVE,Christian,5233000.79486609
5902,BIRCHMOUNT RD AT EGLINTON AVE EAST,Christian,5233000.771939806
5903,DAVENPORT RD AT SYMINGTON AVE,Christian,5233000.783109331
5904,YONGE ST AT BLYTHWOOD RD,Christian,5233000.753149384
5905,MCCOWAN RD AT ST ANDREWS RD,Christian,5233000.751285445
5906,LAIRD DR AT WICKSTEED AVE,Christian,5233000.768750237
5907,DAVISVILLE AVE AT ACACIA RD,Christian,5233000.771938948
5908,YONGE ST AT BLOOR ST WEST (BLOOR STATION),Christian,5233000.800863493
5909,OVERLEA BLVD AT WILLIAM MORGAN DR WEST SIDE,Christian,5233000.776531671
5910,ST CLAIR AVE EAST AT INGLEWOOD DR,Christian,5233000.782344263
5911,MARTIN GROVE RD AT WALKWAY TO 308 SILVERSTONE DR,Christian,5233000.669228771
5912,MARTIN GROVE RD AT REDGRAVE DR (NORTH),Christian,5233000.740660322
5913,EMMETT AVE AT JANE ST,Christian,5233000.751930632
5914,ALBION RD AT ELMHURST DR,Christian,5233000.70468689
5915,ARROW RD AT FINCH AVE WEST,Christian,5233000.681907794
5916,LESLIE ST AT CASTLEBURY CRES,Christian,5233000.683701743
5917,MEADOWVALE RD AT MUIRBANK BLVD,Christian,5233000.740924801
5918,BATHURST ST AT SARANAC BLVD,Christian,5233000.738452557
5919,LAWRENCE AVE EAST AT BIRCHMOUNT RD,Christian,5233000.75361604
5920,DON MILLS RD AT CHIPPING RD,Christian,5233000.740023984
5921,225 REXDALE BLVD,Christian,5233000.711032852
5922,KINGSTON RD AT CROMWELL RD WEST SIDE,Christian,5233000.772347319
5923,SPADINA AVE AT QUEEN ST WEST NORTH SIDE,Christian,5233000.818853893
5924,SHEPPARD AVE EAST AT WILLOWDALE AVE,Christian,5233000.707184898
5925,ALBION RD AT WESTMORE DR EAST SIDE,Christian,5233000.673306727
5926,CANMORE BLVD AT HALFMOON SQ,Christian,5233000.736756742
5927,BATHURST ST AT WALKWAY TO CROWN HEIGHTS CRES,Christian,5233000.663289391
5928,COXWELL AVE AT MORTIMER AVE (MICHAEL GARRON HOSPITAL),Christian,5233000.797604425
5929,WARDEN AVE AT HUNTINGWOOD DR,Christian,5233000.709814096
5930,FINCH AVE WEST AT EDITHVALE DR,Christian,5233000.68741632
5931,VICTORIA PARK AVE AT SPARKS AVE,Christian,5233000.680348565
5932,BELLAMY RD NORTH AT BENLEIGH DR SOUTH SIDE,Christian,5233000.750868249
5933,HORNER AVE AT KIPLING AVE,Christian,5233000.826462944
5934,WILMINGTON AVE AT CODSELL AVE,Christian,5233000.701797165
5935,KENNEDY RD AT SUMMER DR NORTH SIDE,Christian,5233000.783486691
5936,THE QUEENSWAY AT ST LAWRENCE AVE,Christian,5233000.812209006
5937,BRIMLEY RD AT SHEDIAC RD,Christian,5233000.760366704
5938,BIRCHMOUNT RD AT RISEBOROUGH AVE (SOUTH),Christian,5233000.67069571
5939,BATHURST ST AT BAYCREST AVE,Christian,5233000.731735835
5940,DOVERCOURT RD AT SHANLY ST,Christian,5233000.795041422
5941,LAWRENCE AVE EAST AT MORNING DEW RD,Christian,5233000.760247825
5942,WESTON RD AT DENISON RD WEST,Christian,5233000.743858499
5943,BATHURST ST AT WOBURN AVE,Christian,5233000.7392503815
5944,ATKINSON AVE AT ROSEDALE HEIGHTS DR (SOUTH),Christian,5233000.647730128
5945,OPPOSITE 700 ARROW RD,Christian,5233000.69097864
5946,PARLIAMENT ST AT BLOOR ST EAST,Christian,5233000.804027262
5947,GREENWOOD AVE AT ATHLETIC AVE,Christian,5233000.817686277
5948,HULLMAR DR AT MONACO CRT,Christian,5233000.672200898
5949,STEELES AVE EAST AT WALKWAY TO HORNCHURCH CRES,Christian,5233000.67475925
5950,LAKE SHORE BLVD WEST AT THIRD ST,Christian,5233000.837143316
5951,SHEPPARD AVE EAST AT VICTORIA PARK AVE,Christian,5233000.71652402
5952,YONGE ST AT WELLESLEY ST (WELLESLEY STATION),Christian,5233000.806682373
5953,VICTORIA PARK AVE AT SHEPPARD AVE EAST,Christian,5233000.716321375
5954,WILSON AVE AT MURRAY RD,Christian,5233000.72140427
5955,DUPONT ST AT DUFFERIN ST,Christian,5233000.789098535
5956,MAJOR MACKENZIE DR EAST AT RIDGECREST RD,Christian,5233000.600496278
5957,O'CONNOR DR AT SANDRA RD,Christian,5233000.787228292
5958,KING ST EAST AT SACKVILLE ST,Christian,5233000.823212018
5959,BURNHAMTHORPE RD AT SHAVER AVE NORTH WEST SIDE,Christian,5233000.778744766
5960,PHARMACY AVE AT DAWES RD NORTH SIDE,Christian,5233000.789796611
5961,THE EAST MALL AT CAPRI RD NORTH SIDE,Christian,5233000.771502174
5962,2666 DANFORTH AVE,Christian,5233000.806287441
5963,HIGH PARK AVE AT HUMBERSIDE AVE,Christian,5233000.788920406
5964,DANFORTH AVE AT HILLINGDON AVE,Christian,5233000.80534049
5965,MARTIN GROVE RD AT RICHGROVE DR NORTH SIDE,Christian,5233000.74743025
5966,KENNEDY RD AT FORBES RD SOUTH SIDE,Christian,5233000.748192228
5967,44 COE HILL DR,Christian,5233000.809201945
5968,KINGSTON RD AT OLD KINGSTON RD,Christian,5233000.754907694
5969,CHISHOLM AVE AT CREWE AVE,Christian,5233000.799280776
5970,WELLESWORTH DR AT FAVERSHAM CRES,Christian,5233000.761161901
5971,COXWELL AVE AT GLEBEHOLME BLVD,Christian,5233000.802647258
5972,QUEEN ST WEST AT STRACHAN AVE,Christian,5233000.818107219
5973,CHAPLIN CRES AT ROSELAWN AVE,Christian,5233000.757549633
5974,10 DISCO RD,Christian,5233000.7162487
5975,EGLINTON AVE WEST AT MONTCALM AVE,Christian,5233000.759268569
5976,WILLOWDALE AVE AT WEDGEWOOD DR,Christian,5233000.678941047
5977,MARTIN GROVE RD AT WATERBURY DR,Christian,5233000.736180323
5978,OPPOSITE 1792 BIRCHMOUNT RD,Christian,5233000.734262636
5979,CERAMIC RD AT LE PAGE CRT,Christian,5233000.689782856
5980,CROSBY AVE AT WARREN CRES,Christian,5233000.779428817
5981,REXDALE BLVD AT FROST ST EAST SIDE,Christian,5233000.713854849
5982,BIRCHMOUNT RD AT OPPOSITE WALKWAY TO AMBERCROFT BLVD,Christian,5233000.681874433
5983,ROYWOOD DR AT FORTROSE CRES (WEST),Christian,5233000.724025179
5984,3370 PHARMACY AVE,Christian,5233000.684958634
5985,AMEER AVE AT SULTANA AVE,Christian,5233000.732177968
5986,NEILSON RD AT MALVERN TOWN CENTRE (EAST ENTRANCE),Christian,5233000.71236278
5987,UNDERHILL DR AT ROANOKE RD,Christian,5233000.74811285
5988,CONCORDE PL AT CONCORDE GATE SOUTH SIDE,Christian,5233000.759727489
