,stop_name,closest_station,dist
2429,DUFFERIN ST AT GLENGROVE AVE,LAWRENCE WEST STATION,0.011218316674079012
2430,SHEPPARD AVE EAST AT LONGMORE ST,BAYVIEW AVE AT SHEPPARD AVE EAST (BAYVIEW STATION),0.008863010154575595
2431,EGLINTON AVE WEST AT CALEDONIA RD,EGLINTON WEST STATION,0.02667659663450596
2432,MIDLAND AVE AT ELLESMERE RD,MIDLAND STATION - EASTBOUND PLATFORM,0.0023252004214734828
2433,CHERRY ST AT LAKE SHORE BLVD EAST,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.022682070297930134
2434,WILSON AVE AT BATHURST ST,WILSON STATION TEMPORARY BUS BAY 5,0.015120206678474963
2435,LANSDOWNE AVE AT DUNDAS ST WEST,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.009216486586550643
2436,GARY DR AT LOCKERBIE AVE WEST SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.014555450697251636
2437,GLENCAIRN AVE AT DUFFERIN ST,LAWRENCE WEST STATION,0.01238734987799759
2438,FINCH AVE EAST AT SANDHURST CIR (WEST),SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.026780843377315174
2439,FINCH AVE WEST AT ARDWICK BLVD (EAST),KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.04402112021518863
2440,SCARLETT RD AT FONTENAY CRT SOUTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.015446055807223124
2441,STEELES AVE EAST AT KELVIN GROVE AVE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04707535674851056
2442,FINCH AVE WEST AT JOHN GARLAND BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04267280432547396
2443,BLOOR ST WEST AT PARKSIDE DR,KEELE STATION - WESTBOUND PLATFORM,0.0008496099104876689
2444,DUFFERIN ST AT HUNTER AVE NORTH SIDE,EGLINTON WEST STATION,0.014042490128172254
2445,ROGERS RD AT GILBERT AVE,DUNDAS WEST STATION - WESTBOUND PLATFORM,0.027130219405675237
2446,SPADINA AVE AT COLLEGE ST SOUTH SIDE,COLLEGE ST AT UNIVERSITY AVE (QUEEN'S PARK STATION),0.009387473035915105
2447,MT PLEASANT RD AT DINNICK CRES,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.006491620521863269
2448,BATHURST ST AT RAEBURN AVE,WILSON STATION TEMPORARY BUS BAY 5,0.015733403986420712
2449,SHEPPARD AVE EAST AT BESSARION RD EAST SIDE (BESSARION STN),BESSARION STATION - EASTBOUND PLATFORM,0.00023668544526518092
2450,LAWRENCE AVE WEST AT BATHURST ST,LAWRENCE WEST STATION,0.013949693186588353
2451,YONGE ST AT GROSVENOR ST,YONGE ST AT CARLTON ST NORTH SIDE (COLLEGE STATION),0.00150070183581313
2452,SHERBOURNE ST AT ADELAIDE ST EAST NORTH SIDE,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.009183058804128511
2453,BLOOR ST WEST AT MARTIN GROVE RD,KIPLING STATION,0.009178122792805844
2454,VICTORIA PARK AVE AT HARE GATE,DON MILLS STATION,0.023643297676081258
2455,ROYAL YORK RD AT BLOOR ST WEST SOUTH SIDE,ROYAL YORK STATION,0.001131001768346086
2456,KIPLING AVE AT PENLEA AVE SOUTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03936005250250712
2457,KEELE ST AT ANNETTE ST,KEELE ST AT BLOOR ST WEST (KEELE STATION),0.008660857347863917
2458,SANDRA RD AT ST CLAIR AVE EAST,WOODBINE STATION - EASTBOUND PLATFORM,0.018320051446431628
2459,FAYWOOD BLVD AT CLANTON PARK RD,WILSON STATION,0.008120834255176831
2460,SYMINGTON AVE AT PATON RD,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.003245585463368443
2461,396 ATTWELL DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.038405893323806624
2462,WILMINGTON AVE AT SEARLE AVE,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.009793159908834665
2463,235 CARLAW AVE,PAPE STATION - EASTBOUND PLATFORM,0.016936453938174913
2464,EAST AVE AT KIRKDENE DR,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.015338441674442978
2465,WESTON RD AT RAY AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.019409103482647887
2466,MORNINGSIDE AVE AT TAMS RD,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.03485301966831947
2467,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.0
2468,HOLLINGER RD AT WATERMAN AVE,WOODBINE STATION - EASTBOUND PLATFORM,0.025160203496785636
2469,STEELES AVE EAST AT LAURELEAF RD,FINCH AVE EAST AT OLD CUMMER GO STATION,0.0223573211722641
2470,DANFORTH AVE AT EAST LYNN AVE,WOODBINE STATION - WESTBOUND PLATFORM,0.0018904139758275595
2471,ELLESMERE RD AT CROCUS DR,ELLESMERE STATION,0.027640595724408704
2472,COSBURN AVE AT GLEDHILL AVE,WOODBINE STATION - EASTBOUND PLATFORM,0.01034412113231427
2473,OSSINGTON AVE AT ARGYLE ST,OSSINGTON STATION - EASTBOUND PLATFORM,0.016555692253721815
2474,DRIFTWOOD AVE AT YEWTREE BLVD,PIONEER VILLAGE STATION - NORTHBOUND PLATFORM,0.02191676189586386
2475,SHEPPARD AVE WEST AT YUKON LANE,SHEPPARD WEST STATION - SUBWAY PLATFORM,0.0049979616845268115
2476,DRIFTWOOD AVE AT FINCH AVE WEST,PIONEER VILLAGE STATION - NORTHBOUND PLATFORM,0.019031756723959674
2477,WILMINGTON AVE AT PURDON DR,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.017461677009948856
2478,ALBION RD AT WESTMORE DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.05423360697021419
2479,AVENUE RD AT LAWRENCE AVE WEST SOUTH SIDE,LAWRENCE AVE WEST AT YONGE ST (LAWRENCE STATION),0.01359783089319043
2480,YORK MILLS RD AT SILVERDALE CRES,DON MILLS STATION - WESTBOUND PLATFORM,0.018975546500686818
2481,MCCOWAN RD AT LAWRENCE AVE EAST SCARBOROUGH GENERAL HOSPITAL,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.019592005435884553
2482,OPPOSITE 35 OAK ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02178868155718265
2483,LAKE SHORE BLVD WEST AT SEVENTH ST,KIPLING STATION - SUBWAY PLATFORM,0.04776093085357904
2484,RUNNYMEDE RD AT ST CLAIR AVE WEST,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.018332202759074677
2485,GERRARD ST EAST AT RATHMORE AVE,VICTORIA PARK STATION,0.009350342079312483
2486,WILSON AVE AT NORTHGATE DR,WILSON STATION,0.0177498012383253
2487,THE QUEENSWAY AT SOUTH KINGSWAY,RUNNYMEDE STATION,0.016278870353932978
2488,BRIMLEY RD AT ELGAR AVE,KENNEDY STATION,0.015589981462461768
2489,PARK LAWN RD AT GARDINER EXPRESSWAY (WB ON RAMP),JANE STATION - WESTBOUND PLATFORM,0.023956201076131674
2490,STEELES AVE WEST AT PEARCE RD,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.02923856699634665
2491,THE QUEENSWAY AT CULNAN AVE,KIPLING STATION,0.019637580018933506
2492,ISLINGTON AVE AT KINGSVIEW BLVD,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.015826471053261737
2493,DUPONT ST AT PALMERSTON AVE,CHRISTIE STATION - EASTBOUND PLATFORM,0.008072330270746076
2494,DYNAMIC DR AT TURBINA AVE,MCCOWAN STATION - PLATFORM,0.05180211699342129
2495,QUEEN ST EAST AT BOULTON AVE,CHESTER STATION - EASTBOUND PLATFORM,0.019510104100181544
2496,QUEEN ST EAST AT ALTON AVE,GREENWOOD STATION - EASTBOUND PLATFORM,0.019092500150586892
2497,ROYAL YORK RD AT WESTON WOOD RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.021102240378693887
2498,WILSON HEIGHTS BLVD AT WATERLOO AVE SOUTH SIDE,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.0049494213803228816
2499,DON MILLS RD AT MOATFIELD DR,DON MILLS STATION - WESTBOUND PLATFORM,0.01679901056610296
2500,KENNEDY RD AT MALTA ST,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.013073781281635822
2501,OPPOSITE 247 YONGE ST (TORONTO EATON CENTRE),DUNDAS STATION - SOUTHBOUND PLATFORM,0.0010817120688982765
2502,KENNEDY RD AT PENTLY CIR SOUTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.00451674938423695
2503,WELLESLEY ST EAST AT PARLIAMENT ST WEST SIDE,CASTLE FRANK STATION,0.00541700923019457
2504,WILSON AVE AT RIDGE RD WEST SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.03039264945673316
2505,JANE ST AT EAST DR,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.023723988387284334
2506,FINCH AVE WEST AT DUNCANWOODS DR,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.044388915384359136
2507,ST CLAIR AVE WEST AT MOULD AVE,JANE STATION,0.018395336637311015
2508,QUEEN ST WEST AT TECUMSETH ST,DUNDAS ST WEST AT UNIVERSITY AVE (ST PATRICK STATION),0.019718944596513632
2509,EGLINTON AVE EAST AT FORMAN AVE,YONGE ST AT EGLINTON AVE EAST NORTH SIDE (EGLINTON STATION),0.012199179521590634
2510,ANNETTE ST AT MEDLAND ST,HIGH PARK STATION,0.009359906196111068
2511,CUMMER AVE AT SILVERVIEW DR,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.006096929145073204
2512,DON MILLS RD AT CLIFFWOOD RD (NORTH),FINCH AVE EAST AT OLD CUMMER GO STATION,0.0218260276963153
2513,LAWRENCE AVE EAST AT COLLINSGROVE RD,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.020197945860902518
2514,MARTIN ROSS AVE AT BRISBANE RD (WEST),FINCH WEST STATION,0.016217296075489964
2515,MARKHAM RD AT ELLESMERE RD,MCCOWAN STATION - PLATFORM,0.019163907743460166
2516,263 CARRIER DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.06677169726762369
2517,SUTHERLAND DR AT MILLWOOD RD WEST SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.006904301630142902
2518,DAVENPORT RD AT LIGHTBOURN AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.012977862882614913
2519,DUFFERIN ST AT ST CLAIR AVE WEST,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.019072597751749777
2520,ELLESMERE RD AT BRIMLEY RD,SCARBOROUGH CENTRE STATION,0.005280084563716467
2521,YONGE ST AT FLORENCE AVE,SHEPPARD-YONGE STATION - SOUTHBOUND PLATFORM,0.0020467735585588845
2522,HULLMAR DR AT HISEY CRES (NORTH),HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.012218452438823024
2523,MCCOWAN RD AT BRIDLEY DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.03338627569826184
2524,BAYVIEW AVE AT BURLEIGH HEIGHTS DR SOUTH SIDE,BAYVIEW AVE AT SHEPPARD AVE EAST (BAYVIEW STATION),0.012850692938513318
2525,HIGH PARK AVE AT DUNDAS ST WEST SOUTH SIDE,HIGH PARK STATION - WESTBOUND PLATFORM,0.011698326461508283
2526,DUPONT ST AT OSLER ST,DUNDAS WEST STATION - WESTBOUND PLATFORM,0.008328216255602209
2527,1900 STEELES AVE WEST,FINCH WEST STATION,0.020645468873338894
2528,50 BETH NEALSON DR,MILLWOOD RD AT VILLAGE STATION RD,0.015207572225698029
2529,BLOOR ST WEST AT STERLING RD,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.0030119405704611087
2530,ROGERS RD AT GLENHOLME AVE,EGLINTON WEST STATION - SOUTHBOUND PLATFORM,0.013608179305114286
2531,AUKLAND RD AT DUNDAS ST WEST NORTH SIDE,KIPLING STATION,0.0028892679003449735
2532,FINCHDENE SQ AT FINCH AVE EAST,MCCOWAN STATION - PLATFORM,0.045128882126631575
2533,LAWRENCE AVE EAST AT GREENHOLM CIRCT,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.021764719019547445
2534,FINCH AVE WEST AT ISLINGTON AVE EAST SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.04141484739800558
2535,CALEDONIA RD AT RAITHERM RD,LAWRENCE WEST STATION,0.02389900359847857
2536,BRENTCLIFFE RD AT WICKSTEED AVE,MILLWOOD RD AT VILLAGE STATION RD,0.009924178404284655
2537,GLENCAIRN AVE AT MARLEE AVE,GLENCAIRN STATION,0.0026877546390993135
2538,279 REXDALE BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.015766017030302476
2539,TRETHEWEY DR AT PAULSON RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.029128880651333997
2540,ISLINGTON AVE AT LEDUC DR NORTH SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.015422172739268722
2541,BURNHAMTHORPE RD AT KIPLING AVE,KIPLING STATION,0.013302816431114606
2542,YORKLAND BLVD (NORTH) AT YORKLAND RD,DON MILLS STATION,0.009641606142133038
2543,PROMENADE CIR AT EAST PROMENADE NORTH SIDE (MALL EAST ENT),YONGE ST AT HENDON AVE (FINCH STATION),0.04270551936224675
2544,ST CLAIR AVE WEST AT EARLSCOURT AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.01803183945137117
2545,BROADVIEW AVE AT WOLFREY AVE,BROADVIEW STATION,0.0025669253982172425
2546,QUEEN ST EAST AT BROADVIEW AVE,CHESTER STATION - EASTBOUND PLATFORM,0.01964735068654237
2547,SHEPPARD AVE EAST AT LAPSLEY RD EAST SIDE,MCCOWAN STATION - PLATFORM,0.032148152435243944
2548,VICTORIA PARK AVE AT BASSETT AVE,WARDEN STATION,0.017981781140918605
2549,DUNDAS ST EAST AT MUNRO ST,BROADVIEW STATION,0.015641149446250655
2550,FINCH AVE EAST AT LISZT GATE,FINCH AVE EAST AT OLD CUMMER GO STATION,0.007170615175848353
2551,ORFUS RD AT DUFFLAW RD WEST SIDE,RANEE AVE AT YORKDALE STATION,0.016368774725067387
2552,BAY ST AT GERRARD ST WEST NORTH SIDE,COLLEGE STATION - SOUTHBOUND PLATFORM,0.002571670663208124
2553,LESLIE ST AT VAN HORNE AVE,FINCH AVE EAST AT OLD CUMMER GO STATION,0.007118607307610521
2554,HAROLD EVANS CRES AT GORDON BAKER RD EAST SIDE,DON MILLS STATION,0.028886078740459
2555,MCCOWAN RD AT TRAIL RIDGE LANE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.015178933098214243
2556,FINCH AVE EAST AT HEATHVIEW AVE,FINCH AVE EAST AT OLD CUMMER GO STATION,0.01708686633059439
2557,BATHURST ST AT COLLEGE ST,BATHURST STATION - EASTBOUND PLATFORM,0.010180805518227965
2558,GRANDRAVINE DR AT GAMBELLO CRES,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.015061192416279246
2559,WILSON AVE AT KEELE ST,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.027135648601051558
2560,YONGE ST AT MCGLASHAN RD SOUTH SIDE,YORK MILLS STATION - SOUTHBOUND PLATFORM,0.0016665323279166965
2561,CRAIGTON DR AT PHARMACY AVE WEST SIDE,WARDEN STATION,0.02456429288621605
2562,OPPOSITE 100 WYNFORD DR,MILLWOOD RD AT VILLAGE STATION RD,0.03601763795697401
2563,BAYVIEW AVE AT MILLWOOD RD,MILLWOOD RD AT VILLAGE STATION RD,0.01713266196479637
2564,600 COMMISSIONERS ST,DONLANDS STATION - EASTBOUND PLATFORM,0.02700322384456913
2565,SCARLETT RD AT EDINBOROUGH CRT NORTH SIDE,OLD MILL STATION,0.024008742449362654
2566,SHEPPARD AVE EAST AT MCCOWAN RD,SCARBOROUGH CENTRE STATION,0.015239764991625993
2567,EVANS AVE AT WICKMAN RD WEST SIDE,KIPLING STATION,0.02298474087301873
2568,AVENUE RD AT LYTTON BLVD,LAWRENCE AVE WEST AT YONGE ST (LAWRENCE STATION),0.014500670329335942
2569,BIRCHMOUNT RD AT PARNELL AVE SOUTH SIDE,WARDEN STATION - WESTBOUND PLATFORM,0.012996027277595792
2570,DUNDAS ST EAST AT CHURCH ST,DUNDAS ST EAST AT YONGE ST (DUNDAS STATION),0.003397445216622294
2571,MARTIN GROVE RD AT JOHN GARLAND BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.03638872881813273
2572,BRIMLEY RD AT ST ANDREWS RD,SCARBOROUGH CENTRE STATION,0.0122274801983076
2573,SHEPPARD AVE EAST AT DON MILLS RD WEST SIDE,DON MILLS STATION,0.0012661390129047503
2574,MCCOWAN RD AT NUGGET AVE,SCARBOROUGH CENTRE STATION,0.017405691770217318
2575,GERRARD ST EAST AT WOODBINE AVE,WOODBINE STATION,0.005980886639955625
2576,ST CLAIR AVE WEST AT BRITANNIA AVE,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.018371948181939605
2577,DON MILLS RD AT ESTERBROOKE AVE,DON MILLS STATION,0.0035912383658000193
2578,DAWES RD AT SECORD AVE,MAIN STREET STATION - EASTBOUND PLATFORM,0.005526687253679727
2579,MORTIMER AVE AT INWOOD AVE,DONLANDS STATION - EASTBOUND PLATFORM,0.006998064303794368
2580,GARY DR AT DALBEATTIE AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.014187318280775392
2581,YONGE ST AT NORTON AVE,YONGE ST AT PARK HOME AVE (NORTH YORK CENTRE STATION),0.0027554542275324626
2582,BATHURST ST AT RIDGE HILL DR,EGLINTON WEST STATION,0.010660999765499567
2583,CHAPLIN CRES AT EGLINTON AVE WEST,EGLINTON STATION,0.016837555315428323
2584,PHARMACY AVE AT KELLYVALE RD,ELLESMERE STATION,0.03416152685405979
2585,AVENUE RD AT ST CLEMENTS AVE,EGLINTON STATION,0.012352086503911034
2586,THE DONWAY EAST AT DON MILLS RD,MILLWOOD RD AT VILLAGE STATION RD,0.03489683499975549
2587,GRANTBROOK ST AT BLAKE AVE,FINCH AVE WEST AT YONGE ST (FINCH STATION),0.01612155011156841
2588,MIDLAND AVE AT LAWRENCE AVE EAST,LAWRENCE EAST STATION - NORTHBOUND PLATFORM,0.005345638409020744
2589,HOLLINGER RD AT BERMONDSEY RD WEST SIDE,MAIN STREET STATION - WESTBOUND PLATFORM,0.027887530134453324
2590,KENNEDY RD AT MARILYN AVE SOUTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.0058772689235646654
2591,NORELCO DR AT FENMAR DR,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.024988684579222716
2592,HIGHVIEW AVE AT KENNEDY RD WEST SIDE,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.014934013392257054
2593,GULLIVER RD AT GULLIVER PARK,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.03059241010447244
2594,ARLETA AVE AT JOHN LINDSAY CRT,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.02136737929649178
2595,ALNESS ST AT STEELES AVE WEST SOUTH SIDE,FINCH WEST STATION,0.021369419645841978
2596,MACDONELL AVE AT SEAFORTH AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.01748531066352495
2597,SHORNCLIFFE AVE AT LOCKPORT AVE SOUTH SIDE,KIPLING STATION,0.011776847201182033
2598,MAIN ST AT SWANWICK AVE,MAIN STREET STATION,0.006756914162544253
2599,MCCOWAN RD AT BUR OAK AVE,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.02276790541529782
2600,WESTON RD AT OXFORD DR SOUTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.021673813439260295
2601,STEPHEN DR AT BERRY RD,JANE STATION - WESTBOUND PLATFORM,0.012613209781809409
2602,MT PLEASANT RD AT ST LEONARDS AVE,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.006710669489699777
2603,MARLEE AVE AT VIEWMOUNT AVE SOUTH SIDE,GLENCAIRN STATION - SOUTHBOUND PLATFORM,0.003054544974290641
2604,SHEPPARD AVE EAST AT TWYN RIVERS DR SOUTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.044037835880077064
2605,LAWRENCE AVE EAST AT CHERRYHILL AVE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.019821312898001018
2606,HORNER AVE AT EDILOU DR,KIPLING STATION,0.03265051313532312
2607,BAY ST AT HAGERMAN ST,DUNDAS ST WEST AT YONGE ST (DUNDAS STATION),0.002703361611028922
2608,KEELE ST AT WYCOMBE RD,SHEPPARD AVE WEST AT VITTI ST (DOWNSVIEW PARK STATION),0.012410347013679029
2609,DUFFERIN ST AT STAYNER AVE,GLENCAIRN STATION,0.012514214198265608
2610,MORTIMER AVE AT ROOSEVELT RD,GREENWOOD STATION - WESTBOUND PLATFORM,0.006901195910854004
2611,SHEPPARD AVE WEST AT BATHURST ST,WILSON STATION TEMPORARY BUS BAY 5,0.022031536782527845
2612,HULLMAR DR AT BIMINI CRES (SOUTH),HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.018721532415910035
2613,FINCH AVE EAST AT ADIRONDACK GATE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.022073207401735667
2614,CRESCENT RD AT ROSEDALE RD EAST SIDE,ROSEDALE STATION - SOUTHBOUND PLATFORM,0.003929936895164656
2615,JANE ST AT LAMBTON AVE NORTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.021478318602718555
2616,SOUTHWOOD DR AT KINGSTON RD,MAIN STREET STATION,0.010792273254512508
2617,ROYAL YORK RD AT WESTON WOOD RD NORTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.020870405937599028
2618,LAWRENCE AVE EAST AT PHARMACY AVE,LAWRENCE EAST STATION,0.03474215924491775
2619,KIPLING AVE AT ANNABELLE DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.050803392455619184
2620,INDUSTRY ST AT TODD BAYLIS BLVD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.025043265961125605
2621,LAWRENCE AVE EAST AT STOTTS TER WEST SIDE,ROUGE HILL GO STATION LOOP AT LAWRENCE AVE EAST,0.0028668997192124834
2622,6900 AIRPORT RD (INTERNATIONAL CENTRE - NORTH ENTRANCE),RENFORTH STATION,0.06238843185239003
2623,FINCH AVE WEST AT ALBION RD SOUTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.043235113842802306
2624,AVENUE RD AT EDMUND AVE NORTH SIDE,YONGE ST AT ST CLAIR AVE WEST (ST CLAIR STATION),0.007703021290383983
2625,HUMBER COLLEGE BLVD AT LYNMONT RD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.040445431002771044
2626,400 ALLIANCE AVE,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.027578154778736402
2627,STEELES AVE WEST AT ISLINGTON AVE,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.05499154358626608
2628,MIDLAND AVE AT DANFORTH RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.007027089369007904
2629,CANMORE BLVD AT CALVERLEY TRAIL (WEST) EAST SIDE,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.03987193380060347
2630,DUFFERIN ST AT DUFFERIN PARK AVE,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.003326571959241248
2631,CHAPLIN CRES AT ORIOLE PKWY,DAVISVILLE STATION - NORTHBOUND PLATFORM,0.005789575632115699
2632,SHEPPARD AVE WEST AT KODIAK CRES (NORTH),SHEPPARD AVE WEST AT DUFFERIN ST (SHEPPARD WEST STATION),0.007575013201303746
2633,BELLAMY RD NORTH AT GRACE ST NORTH SIDE,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.003697335527101595
2634,BRIMORTON DR AT SCARBOROUGH GOLF CLUB RD,KINGSTON RD AT CELESTE DR WEST SIDE - GUILDWOOD GO STATION,0.022630791811146054
2635,KENNEDY RD AT MERRIAN RD SOUTH SIDE,KENNEDY STATION - WESTBOUND PLATFORM,0.005140587126002354
2636,ST ALBANS RD AT WEST SERVICE RD,KIPLING STATION,0.0006556645483816536
2637,FINCH AVE EAST AT OLD CUMMER GO STATION,FINCH AVE EAST AT OLD CUMMER GO STATION,0.0
2638,PHARMACY AVE AT RANNOCK ST,WARDEN STATION,0.026111337786479505
2639,UPPER CANADA DR AT NORMANDALE CRES (WEST),SHEPPARD-YONGE STATION - SOUTHBOUND PLATFORM,0.010070552765367875
2640,SENTINEL RD AT COOK RD,FINCH WEST STATION - NORTHBOUND PLATFORM,0.010076851542030862
2641,GERRARD ST EAST AT WOODFIELD RD,COXWELL STATION,0.012350367201018096
2642,GREENWOOD AVE AT FELSTEAD AVE,GREENWOOD STATION - EASTBOUND PLATFORM,0.004477178240812335
2643,OPPOSITE 44 MILNER AVE,MCCOWAN STATION - WESTBOUND PLATFORM,0.010271310189068777
2644,MIDLAND AVE AT PRUDENTIAL DR,LAWRENCE EAST STATION - SOUTHBOUND PLATFORM,0.005968382360407064
2645,SHEPPARD AVE EAST AT GRAND RIVER BLVD NORTH SIDE,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.03881796997526542
2646,SHEPPARD AVE EAST AT CONSUMERS RD EAST SIDE,DON MILLS STATION,0.014546641708658213
2647,QUEEN ST WEST AT BAY ST,QUEEN ST WEST AT YONGE ST (QUEEN STATION),0.002840268297187623
2648,QUEEN ST EAST AT CARLAW AVE,PAPE STATION - EASTBOUND PLATFORM,0.01925577674361798
2649,DOVERCOURT RD AT NORTHUMBERLAND ST,OSSINGTON STATION - WESTBOUND PLATFORM,0.001878630352142415
2650,EGLINTON AVE WEST AT RICHARDSON AVE,GLENCAIRN STATION,0.0352675541822748
2651,BURNHAMTHORPE RD AT THE WEST MALL,RENFORTH STATION,0.030030309222515306
2652,HUMBERWOOD BLVD AT PINECONE DR NORTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.05883312830370545
2653,O'CONNOR DR AT BERMONDSEY RD,MAIN STREET STATION,0.02427188109727377
2654,MANIZA RD AT REGENT RD,WILSON STATION,0.012279061568375865
2655,ATKINSON AVE AT DUNDURN CRES (NORTH) EAST SIDE,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.04732381371994606
2656,SYMINGTON AVE AT WALLACE AVE,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.0042368470588392566
